selected_model,raw_action,dose,blood glucose,reward,meal,risk,time,phase_type,phase_progress,phase_intensity,shaped_bonus,bg_slope
highmodel,30.0,1.4564727544784546,138.48845,11.792229707311645,0.0,1.4681889051116883,00:03,0,0.0,0.0,0.0,0.0
highmodel,30.0,0.0,138.96428,13.949837905392819,0.0,1.426463028503559,00:06,0,0.0,0.0,0.0,0.475830078125
highmodel,30.0,0.0,138.91054,14.005699023127894,0.0,1.3833344019579559,00:09,0,0.0,0.0,0.0,-0.053741455078125
highmodel,30.0,0.0,138.63423,14.02916389919581,0.0,1.34396547718188,00:12,0,0.0,0.0,0.0,-0.27630615234375
highmodel,30.0,0.0,138.39346,14.02523442262104,0.0,1.3094369106114179,00:15,0,0.0,0.0,0.0,-0.2407684326171875
highmodel,30.0,0.0,138.4209,13.9971331025938,0.0,1.2788920691223375,00:18,0,0.0,0.0,0.0,0.027435302734375
highmodel,30.0,0.0,138.93765,13.945594262098421,0.0,1.2507227599169521,00:21,0,0.0,0.0,0.0,0.516754150390625
highmodel,30.0,0.0,140.16098,-3.2123302941560237,0.0,1.223191960372468,00:24,0,0.0,0.0,0.0,1.22332763671875
highmodel,30.0,0.0,142.25803,-4.364681923506893,0.0,1.1947411188404327,00:27,0,0.0,0.0,0.0,2.0970458984375
highmodel,30.0,0.0,145.09587,-5.885411913237569,0.0,1.1641247136329982,00:30,0,0.0,0.0,0.0,2.8378448486328125
highmodel,30.0,0.3529830873012543,148.09116,-7.4235857382247445,0.0,1.1304514338508278,00:33,0,0.0,0.0,0.0,2.9952850341796875
highmodel,30.0,0.0,150.56288,-15.609223352959031,0.0,1.0931702152369216,00:36,0,0.0,0.0,0.0,2.4717254638671875
highmodel,30.0,0.0,151.83267,-16.090026245739637,0.0,1.0520038965313898,00:39,0,0.0,0.0,0.0,1.2697906494140625
highmodel,30.0,0.0,151.2983,-15.575623595869244,0.0,1.0068745192713566,00:42,0,0.0,0.0,0.0,-0.5343780517578125
