selected_model,raw_action,dose,blood glucose,reward,meal,risk,time,phase_type,phase_progress,phase_intensity,shaped_bonus,bg_slope
innermodel,30.0,0.0,129.85078,11.968130532016326,0.0,1.206722533787773,00:03,0,0.0,0.0,0.0,0.0
innermodel,30.0,0.0,130.36232,13.960182782527186,0.0,1.2608534303928984,00:06,0,0.0,0.0,0.0,0.51153564453125
highmodel,30.0,1.2590579986572266,130.5161,13.987849802934125,0.0,1.3003228939506686,00:09,0,0.0,0.0,0.0,0.153778076171875
highmodel,30.0,0.0,130.41545,14.007961411517739,0.0,1.3288034006329508,00:12,0,0.0,0.0,0.0,-0.10064697265625
highmodel,30.0,0.0,130.14969,14.020852217109361,0.0,1.3489605044601714,00:15,0,0.0,0.0,0.0,-0.2657623291015625
highmodel,30.0,0.0,129.79614,14.027352020004223,0.0,1.362470026814386,00:18,0,0.0,0.0,0.0,-0.353546142578125
innermodel,30.0,0.0,129.42255,14.028419803895762,0.0,1.370214823685506,00:21,0,0.0,0.0,0.0,-0.37359619140625
innermodel,30.0,0.0,129.08997,14.024878313791522,0.0,1.3725489802073105,00:24,0,0.0,0.0,0.0,-0.33258056640625
innermodel,30.0,0.0,128.8483,14.017825187720247,0.0,1.3695267105377096,00:27,0,0.0,0.0,0.0,-0.241668701171875
innermodel,30.0,0.0,128.70274,14.010633752608301,0.0,1.3610728304612174,00:30,0,0.0,0.0,0.0,-0.1455535888671875
innermodel,30.0,0.0,128.5937,14.007915656261186,0.0,1.3470986851628428,00:33,0,0.0,0.0,0.0,-0.109039306640625
innermodel,30.0,0.0,128.44743,14.010549694017005,0.0,1.3275742937943433,00:36,0,0.0,0.0,0.0,-0.146270751953125
innermodel,30.0,0.0,128.19075,14.018322296174157,0.0,1.3025678104777247,00:39,0,0.0,0.0,0.0,-0.256683349609375
innermodel,30.0,0.0,127.75956,14.0302288534902,0.0,1.2722617252578903,00:42,0,0.0,0.0,0.0,-0.43119049072265625
innermodel,30.0,0.0,127.14035,14.042191591544814,0.0,1.2369531925221466,00:45,0,0.0,0.0,0.0,-0.6192092895507812
innermodel,30.0,0.0,126.39503,14.04885191633388,0.0,1.1970440476202062,00:48,0,0.0,0.0,0.0,-0.7453231811523438
innermodel,30.0,0.0,125.60282,14.049567991498293,0.0,1.1530245982658625,00:51,0,0.0,0.0,0.0,-0.792205810546875
innermodel,30.0,0.0,124.843666,14.045179212766033,0.0,1.1054541430368883,00:54,0,0.0,0.0,0.0,-0.7591552734375
innermodel,30.0,0.0,124.193726,14.036841780803545,0.0,1.0549403158785895,00:57,0,0.0,0.0,0.0,-0.6499404907226562
innermodel,30.0,0.0,123.70383,14.026631935213125,0.0,1.002118719604091,01:00,0,0.0,0.0,0.0,-0.489898681640625
innermodel,30.0,0.0,123.38644,14.016725683256828,0.0,0.9476338389703503,01:03,0,0.0,0.0,0.0,-0.31739044189453125
innermodel,30.0,0.0,123.24562,14.007286406504129,0.0,0.8921218729542228,01:06,0,0.0,0.0,0.0,-0.14081573486328125
innermodel,30.0,0.0,123.28556,13.997941964122425,0.0,0.8361958650034884,01:09,0,0.0,0.0,0.0,0.03993988037109375
innermodel,30.0,0.0,123.50556,13.988543130809678,0.0,0.7804333163907013,01:12,0,0.0,0.0,0.0,0.220001220703125
innermodel,30.0,0.0,123.87569,13.980272711544323,0.0,0.7253663247460335,01:15,0,0.0,0.0,0.0,0.37012481689453125
innermodel,30.0,0.0,124.32205,13.975459929499614,0.0,0.6714741853286964,01:18,0,0.0,0.0,0.0,0.4463653564453125
innermodel,30.0,0.0,124.76088,13.975084000602859,0.0,0.6191783177795712,01:21,0,0.0,0.0,0.0,0.4388275146484375
innermodel,30.0,0.0,125.10819,13.979730452282714,0.0,0.5688393294156677,01:24,0,0.0,0.0,0.0,0.34731292724609375
innermodel,30.0,0.0,125.2829,13.989621512117008,0.0,0.5207559926091218,01:27,0,0.0,0.0,0.0,0.17470550537109375
innermodel,30.0,0.0,125.22249,14.003602753394262,0.0,0.47516589460191877,01:30,0,0.0,0.0,0.0,-0.0604095458984375
innermodel,30.0,0.0,124.89237,14.019428210997496,0.0,0.4322475102075557,01:33,0,0.0,0.0,0.0,-0.33011627197265625
innermodel,30.0,0.0,124.263985,14.035771538943731,0.0,0.3921234488043402,01:36,0,0.0,0.0,0.0,-0.628387451171875
innermodel,30.0,0.0,123.30846,14.051302695708337,0.0,0.35486463482650826,01:39,0,0.0,0.0,0.0,-0.9555282592773438
innermodel,30.0,0.0,122.01585,14.063323290391605,0.0,0.32049519395014536,01:42,0,0.0,0.0,0.0,-1.2926101684570312
innermodel,30.0,0.0,120.4911,14.06542669190301,0.0,0.28899783395410167,01:45,0,0.0,0.0,0.0,-1.524749755859375
innermodel,30.0,0.0,119.011604,14.053544727972614,0.0,0.26031952863979596,01:48,0,0.0,0.0,0.0,-1.4794921875
innermodel,30.0,0.0,117.89293,14.033758696144242,0.0,0.23437733422810508,01:51,0,0.0,0.0,0.0,-1.1186752319335938
innermodel,30.0,0.0,117.45035,14.011714954796027,0.0,0.21106418948922984,01:54,0,0.0,0.0,0.0,-0.4425811767578125
innermodel,30.0,0.0,117.95997,13.986428561899976,0.0,0.19025457281347855,01:57,0,0.0,0.0,0.0,0.5096206665039062
innermodel,30.0,0.0,119.46394,13.952788387144693,0.0,0.1718099109371835,02:00,0,0.0,0.0,0.0,1.5039749145507812
innermodel,30.0,0.0,121.65361,13.912802612175776,0.0,0.15558365464751642,02:03,0,0.0,0.0,0.0,2.189666748046875
innermodel,30.0,0.0,124.14221,13.87565607003896,0.0,0.14142595615647274,02:06,0,0.0,0.0,0.0,2.4886016845703125
innermodel,30.0,0.0,126.5428,13.85604784067973,0.0,0.12918790069958216,02:09,0,0.0,0.0,0.0,2.4005889892578125
