selected_model,raw_action,dose,blood glucose,reward,meal,risk,time,phase_type,phase_progress,phase_intensity,shaped_bonus,bg_slope
highmodel,30.0,1.5031929016113281,139.40733,12.230406437908153,0.0,1.4645049983656158,00:03,0,0.0,0.0,0.0,0.0
highmodel,30.0,0.0,137.12126,14.237898594218024,0.0,1.4287137055809418,00:06,0,0.0,0.0,0.0,-2.28607177734375
highmodel,30.0,0.0,134.52715,14.250926005853579,0.0,1.3935489353661503,00:09,0,0.0,0.0,0.0,-2.5941162109375
highmodel,30.0,0.0,131.81207,14.239639757760507,0.0,1.361925828582287,00:12,0,0.0,0.0,0.0,-2.7150726318359375
highmodel,30.0,0.0,129.12936,14.212194670897052,0.0,1.3339826309789942,00:15,0,0.0,0.0,0.0,-2.682708740234375
innermodel,30.0,0.0,126.61502,14.175247808040638,0.0,1.3085671151015483,00:18,0,0.0,0.0,0.0,-2.51434326171875
innermodel,30.0,0.0,124.397575,14.13441559736169,0.0,1.2840738533153684,00:21,0,0.0,0.0,0.0,-2.2174453735351562
innermodel,30.0,0.0,122.603645,14.094179911374514,0.0,1.2588921720917052,00:24,0,0.0,0.0,0.0,-1.7939300537109375
innermodel,30.0,0.0,121.33811,14.058257597833222,0.0,1.2316301726037078,00:27,0,0.0,0.0,0.0,-1.265533447265625
innermodel,30.0,0.0,120.571655,14.031886172653124,0.0,1.2012121593290355,00:30,0,0.0,0.0,0.0,-0.7664566040039062
innermodel,30.0,0.0,120.07297,14.019341245104782,0.0,1.166905202559726,00:33,0,0.0,0.0,0.0,-0.498687744140625
innermodel,30.0,0.0,119.56815,14.01843379088863,0.0,1.1283066275006923,00:36,0,0.0,0.0,0.0,-0.5048141479492188
innermodel,30.0,0.0,118.78603,14.026249941591427,0.0,1.0853107543117015,00:39,0,0.0,0.0,0.0,-0.7821197509765625
innermodel,30.0,0.0,117.4961,14.037026163117119,0.0,1.0380656233541221,00:42,0,0.0,0.0,0.0,-1.2899322509765625
innermodel,30.0,0.0,115.69941,14.038133451162423,0.0,0.9869260909392702,00:45,0,0.0,0.0,0.0,-1.79669189453125
innermodel,30.0,0.0,113.74305,14.022946601773608,0.0,0.9324071249362466,00:48,0,0.0,0.0,0.0,-1.95635986328125
innermodel,30.0,0.0,112.051926,14.003480641737045,0.0,0.8751395840045821,00:51,0,0.0,0.0,0.0,-1.6911239624023438
innermodel,30.0,0.0,111.05191,13.994629038447915,0.0,0.8158298036293354,00:54,0,0.0,0.0,0.0,-1.0000152587890625
innermodel,30.0,0.0,111.121414,14.000555942149159,0.0,0.7552237006180829,00:57,0,0.0,0.0,0.0,0.0695037841796875
innermodel,30.0,0.0,112.35009,14.005334897830277,0.0,0.6940757105769241,01:00,0,0.0,0.0,0.0,1.2286758422851562
innermodel,30.0,0.0,114.39408,13.990571025978316,0.0,0.6331226108783057,01:03,0,0.0,0.0,0.0,2.0439910888671875
innermodel,30.0,0.0,116.81328,13.960714811604191,0.0,0.573062106918459,01:06,0,0.0,0.0,0.0,2.4191970825195312
innermodel,30.0,0.0,119.16757,13.934155243154063,0.0,0.5145359425617497,01:09,0,0.0,0.0,0.0,2.3542938232421875
innermodel,30.0,0.0,121.04855,13.928892473640751,0.0,0.45811721815061324,01:12,0,0.0,0.0,0.0,1.8809814453125
innermodel,30.0,0.0,122.23806,13.946927953850068,0.0,0.40430154964238074,01:15,0,0.0,0.0,0.0,1.1895065307617188
innermodel,30.0,0.0,122.80343,13.972639492453617,0.0,0.35350167279664224,01:18,0,0.0,0.0,0.0,0.56536865234375
innermodel,30.0,0.0,122.87518,13.996430729727502,0.0,0.3060450819118733,01:21,0,0.0,0.0,0.0,0.07175445556640625
innermodel,30.0,0.0,122.58354,14.014371886494464,0.0,0.2621742899965116,01:24,0,0.0,0.0,0.0,-0.2916412353515625
innermodel,30.0,0.0,122.05523,14.025114004777368,0.0,0.22204930400311573,01:27,0,0.0,0.0,0.0,-0.5283126831054688
innermodel,30.0,0.0,121.397415,14.029589498434742,0.0,0.18575192297156026,01:30,0,0.0,0.0,0.0,-0.6578140258789062
innermodel,30.0,0.0,120.68816,14.029782077918602,0.0,0.15329148708783336,01:33,0,0.0,0.0,0.0,-0.7092514038085938
innermodel,30.0,0.0,119.998795,14.026801431937765,0.0,0.12461173045256776,01:36,0,0.0,0.0,0.0,-0.6893692016601562
innermodel,30.0,0.0,119.40029,14.021524453716843,0.0,0.0995984186070056,01:39,0,0.0,0.0,0.0,-0.5985031127929688
innermodel,30.0,0.0,118.96638,14.01457686917308,0.0,0.07808748253241563,01:42,0,0.0,0.0,0.0,-0.4339141845703125
innermodel,30.0,0.0,118.78882,14.00571292691688,0.0,0.05987339297321884,01:45,0,0.0,0.0,0.0,-0.17755889892578125
innermodel,30.0,0.0,118.986664,13.993624869179875,0.0,0.04471755168018316,01:48,0,0.0,0.0,0.0,0.197845458984375
innermodel,30.0,0.0,119.68479,13.976057535029668,0.0,0.03235650877079944,01:51,0,0.0,0.0,0.0,0.6981277465820312
innermodel,30.0,0.0,121.007805,13.948554719527737,0.0,0.02250984720204255,01:54,0,0.0,0.0,0.0,1.3230133056640625
innermodel,30.0,0.0,123.04966,13.905519575625487,0.0,0.01488760579094961,01:57,0,0.0,0.0,0.0,2.0418548583984375
innermodel,30.0,0.0,125.721634,13.850055415927974,0.0,0.00919714084738522,02:00,0,0.0,0.0,0.0,2.6719741821289062
