selected_model,raw_action,dose,blood glucose,reward,meal,risk,time
highmodel,0.0,1.4493515491485596,137.89482,12.094705012587593,0.0,1.5411234830685983,00:03
highmodel,0.0,0.0,137.45695,14.04481399222504,0.0,1.601108613536553,00:06
highmodel,0.0,0.0,136.49516,14.096427432741379,0.0,1.631016522543478,00:09
highmodel,0.0,0.0,135.21402,14.12406402042593,0.0,1.6426829045478746,00:12
highmodel,0.0,0.0,133.75371,14.135131410322362,0.0,1.6426919265691007,00:15
highmodel,0.0,0.0,132.21634,14.134782136061506,0.0,1.6344037646634224,00:18
highmodel,0.0,0.0,130.68234,14.12656264212426,0.0,1.6193361979310563,00:21
highmodel,0.0,0.0,129.22041,14.112981974442473,0.0,1.5980403739045987,00:24
innermodel,0.0,0.0,127.893875,14.095843666854217,0.0,1.5706310943608093,00:27
innermodel,0.0,0.0,126.76643,14.076308032380851,0.0,1.5370942541738672,00:30
innermodel,0.0,0.0,125.90539,14.055003602408341,0.0,1.497454666634437,00:33
innermodel,0.0,0.0,125.37949,14.032170383252053,0.0,1.4518580572495217,00:36
innermodel,0.0,0.0,125.25852,14.007245503458952,0.0,1.4006012455262673,00:39
innermodel,0.0,0.0,125.60109,13.979331733084527,0.0,1.3441318569151823,00:42
innermodel,0.0,0.0,126.39316,13.950445934970515,0.0,1.283030923552123,00:45
innermodel,0.0,0.0,127.51107,13.925942160455154,0.0,1.2179867303530871,00:48
innermodel,0.0,0.0,128.80739,13.908240989842415,0.0,1.1497651220472442,00:51
innermodel,0.0,0.0,130.13533,13.899647006250905,0.0,1.0791795017474959,00:54
highmodel,0.0,0.1301359236240387,131.34222,13.903383630625497,0.0,1.0070624533559231,00:57
highmodel,0.0,0.0,132.23758,13.925083192201827,0.0,0.9342382851754518,01:00
highmodel,0.0,0.0,132.57385,13.971164939550453,0.0,0.8614903500601616,01:03
highmodel,0.0,0.0,132.09056,14.04132329760983,0.0,0.7895343855247678,01:06
highmodel,0.0,0.0,130.52698,14.128249814265997,0.0,0.7190124575428605,01:09
highmodel,0.0,0.0,127.67438,14.211691471552257,0.0,0.6504956947309457,01:12
innermodel,0.0,0.0,123.63784,14.246886452968656,0.0,0.5844868380411226,01:15
innermodel,0.0,0.0,118.993195,14.20015695926226,0.0,0.5214209967531241,01:18
innermodel,0.0,0.0,114.42078,14.099084813740236,0.0,0.46166515894144217,01:21
innermodel,0.0,0.0,110.60074,13.99952715786703,0.0,0.4055173705411981,01:24
innermodel,0.0,0.0,108.14848,13.955817509954633,0.0,0.3532063451732762,01:27
innermodel,0.0,0.0,107.29181,13.975954835762273,0.0,0.30489199834151853,01:30
innermodel,0.0,0.0,107.67716,14.011382307880753,0.0,0.260667151035628,01:33
innermodel,0.0,0.0,108.82162,14.02837879203101,0.0,0.22056045792358064,01:36
innermodel,0.0,0.0,110.24201,14.024225151475108,0.0,0.18454048582101124,01:39
innermodel,0.0,0.0,111.482315,14.011524338720498,0.0,0.15252078840442,01:42
innermodel,0.0,0.0,112.25065,14.002770200691256,0.0,0.12436578054985577,01:45
innermodel,0.0,0.0,112.50148,14.000194934552466,0.0,0.09989719917662211,01:48
innermodel,0.0,0.0,112.2438,13.999794864844397,0.0,0.0789009384829869,01:51
innermodel,0.0,0.0,111.48637,13.997263253378353,0.0,0.06113405971801025,01:54
innermodel,0.0,0.0,110.24871,13.988538462682765,0.0,0.04633179471939605,01:57
innermodel,0.0,0.0,108.616165,13.971185078348359,0.0,0.034214385294539344,02:00
innermodel,0.0,0.0,106.77291,13.947934720282039,0.0,0.024493625022733133,02:03
innermodel,0.0,0.0,104.92492,13.925984803588292,0.0,0.016878994767558685,02:06
innermodel,0.0,0.0,103.277985,13.914712833001811,0.0,0.011083307128413454,02:09
innermodel,0.0,0.0,102.037735,13.923215881377754,0.0,0.0068277975693558516,02:12
innermodel,0.0,0.0,101.40962,13.956861801765559,0.0,0.003846620612423932,02:15
innermodel,0.0,0.0,101.59895,14.01330906345099,0.0,0.0018907280092455257,02:18
innermodel,0.0,0.0,102.81092,14.078988336005182,0.0,0.000731122072569091,02:21
innermodel,0.0,0.0,105.25057,14.127589305229026,0.0,0.00016149131727746883,02:24
innermodel,0.0,0.0,106.283066,14.041891562140353,0.0,2.472607826161475e-07,02:27
innermodel,0.0,0.0,103.33018,13.861135172489323,0.0,9.199075397475487e-05,02:30
innermodel,0.0,0.0,102.218605,13.932111571537613,0.0,0.00030844368648200155,02:33
innermodel,0.0,0.0,102.639824,14.026764696949215,0.0,0.0005488874946378964,02:36
innermodel,0.0,0.0,104.28523,14.092506197840237,0.0,0.0007401537779163876,02:39
innermodel,0.0,0.0,106.84618,14.107406008206013,0.0,0.0008362146918605041,02:42
innermodel,0.0,0.0,110.01396,14.075231217867072,0.0,0.0008174218289814087,02:45
innermodel,0.0,0.0,113.47981,14.015056066356511,0.0,0.000689442218053723,02:48
innermodel,0.0,0.0,116.93494,13.950979176302695,0.0,0.0004819390542330352,02:51
innermodel,0.0,0.0,120.07051,13.904765763908559,0.0,0.0002470429944021494,02:54
innermodel,0.0,0.0,122.59999,13.890600625631542,0.0,5.7657477710215536e-05,02:57
innermodel,0.0,0.0,124.37072,13.90714961352793,0.0,5.638708851402771e-06,03:00
innermodel,0.0,0.0,125.43088,13.938275727611739,0.0,0.00019988780343803517,03:03
innermodel,0.0,0.0,125.87325,13.972921293008906,0.0,0.0007643892564850985,03:06
innermodel,0.0,0.0,125.79064,14.00511516484362,0.0,0.0018362264557866058,03:09
