t,bg,meal,dose,reward
101,110.40343496977461,0.0,0.0,0.0
102,110.31429734801272,0.0,0.0,0.0
103,110.22471420295356,0.0,0.0,0.0
104,110.13474175725766,0.0,0.0,0.0
105,110.04443660450299,0.0,0.0,0.0
106,109.95385567135583,0.0,0.0,0.0
107,109.86305617946368,0.0,0.0,0.0
108,109.77209560709669,0.0,0.0,0.0
109,109.68103165056446,0.0,0.0,0.0
110,109.58992218543492,0.0,0.0,0.0
111,109.4988252275823,0.0,0.0,0.0
112,109.40779889409178,0.0,0.0,0.0
113,109.31690136404734,0.0,0.0,0.0
114,109.22619083923105,0.0,0.0,0.0
115,109.13572550476063,0.0,0.0,0.0
116,109.04556348969324,0.0,0.0,0.0
117,108.95576282762276,0.0,0.0,0.0
118,108.86638141729853,0.0,0.0,0.0
119,108.7774769832927,0.0,0.0,0.0
120,108.68910703674426,0.0,0.0,0.0
121,108.60132883620697,0.0,0.0,0.0
122,108.51419934862878,0.0,0.0,0.0
123,108.42777521049022,0.0,0.0,0.0
124,108.34211268912915,0.0,0.0,0.0
125,108.25726764427871,0.0,0.0,0.0
126,108.17329548984617,0.0,0.0,0.0
127,108.090251155959,0.0,0.0,0.0
128,108.00818905130528,0.0,0.0,0.0
129,107.92716302579493,0.0,0.0,0.0
130,107.84722633356799,0.0,0.0,0.0
131,107.76843159637625,0.0,0.0,0.0
132,107.69083076736399,0.0,0.0,0.0
133,107.61447509527342,0.0,0.0,0.0
134,107.53941508910023,0.0,0.0,0.0
135,107.46570048322413,0.0,0.0,0.0
136,107.39338020303926,0.0,0.0,0.0
137,107.3225023311086,0.0,0.0,0.0
138,107.25311407386653,0.0,0.0,0.0
139,107.18526172889315,0.0,0.0,0.0
140,107.11899065278348,0.0,0.0,0.0
141,107.05434522963452,0.0,0.0,0.0
142,106.99136884017234,0.0,0.0,0.0
143,106.93010383154149,0.0,0.0,0.0
144,106.87059148777789,0.0,0.0,0.0
145,106.8128720009864,0.0,0.0,0.0
146,106.75698444324362,0.0,0.0,0.0
147,106.70296673924592,0.0,0.0,0.0
148,106.65085563972214,0.0,0.0,0.0
149,106.60068669563015,0.0,0.0,0.0
150,106.55249423315554,0.0,0.0,0.0
151,106.5063113295304,0.0,0.0,0.0
152,106.46216978968948,0.0,0.0,0.0
153,106.42010012378054,0.0,0.0,0.0
154,106.38013152554494,0.0,0.0,0.0
155,106.34229185158406,0.0,0.0,0.0
156,106.30660760152648,0.0,0.0,0.0
157,106.27310389911008,0.0,0.0,0.0
158,106.24180447419299,0.0,0.0,0.0
159,106.212731645706,0.0,0.0,0.0
160,106.18590630555917,0.0,0.0,0.0
161,106.16134790351401,0.0,0.0,0.0
162,106.13907443303239,0.0,0.0,0.0
163,106.11910241811249,0.0,0.0,0.0
164,106.10144690112125,0.0,0.0,0.0
165,106.08612143163256,0.0,0.0,0.0
166,106.07313805627905,0.0,0.0,0.0
167,106.06250730962522,0.0,0.0,0.0
168,106.0542382060687,0.0,0.0,0.0
169,106.04833823277556,0.0,0.0,0.0
170,106.04481334365519,0.0,0.0,0.0
171,106.04366795437919,0.0,0.0,0.0
172,106.04490493844834,0.0,0.0,0.0
173,106.04852562431066,0.0,0.0,0.0
174,106.05452979353295,0.0,0.0,0.0
175,106.06291568002764,0.0,0.0,0.0
176,106.07367997033572,0.0,0.0,0.0
177,106.08681780496585,0.0,0.0,0.0
178,106.10232278078946,0.0,0.0,0.0
179,106.12018695449007,0.0,0.0,0.0
180,106.14040084706507,0.0,0.0,0.0
181,106.16295344937714,0.0,0.0,0.0
182,106.18783222875174,0.0,0.0,0.0
183,106.21502313661632,0.0,0.0,0.0
184,106.24451061717639,0.0,0.0,0.0
185,106.27627761712277,0.0,0.0,0.0
186,106.31030559636334,0.0,0.0,0.0
187,106.34657453977222,0.0,0.0,0.0
188,106.38506296994875,0.0,0.0,0.0
189,106.42574796097709,0.0,0.0,0.0
190,106.46860515317775,0.0,0.0,0.0
191,106.51360876884058,0.0,0.0,0.0
192,106.56073162892885,0.0,0.0,0.0
193,106.60994517074269,0.0,0.0,0.0
194,106.6612194665303,0.0,0.0,0.0
195,106.71452324303358,0.0,0.0,0.0
196,106.76982390195553,0.0,0.0,0.0
197,106.82708754133466,0.0,0.0,0.0
198,106.88627897781224,0.0,0.0,0.0
199,106.94736176977689,0.0,0.0,0.0
200,107.01029824137063,0.0,0.0,0.0
201,107.07504950733977,0.0,0.0,0.0
202,107.14157549871358,0.0,0.0,0.0
203,107.20983498929319,0.0,0.0,0.0
204,107.2797856229321,0.0,0.0,0.0
205,107.35138394158975,0.0,0.0,0.0
206,107.42458541413862,0.0,0.0,0.0
207,107.49934446590503,0.0,0.0,0.0
208,107.57561450892314,0.0,0.0,0.0
209,107.65334797288132,0.0,0.0,0.0
210,107.7324963367393,0.0,0.0,0.0
211,107.81301016099437,0.0,0.0,0.0
212,107.89483912057425,0.0,0.0,0.0
213,107.9779320383338,0.0,0.0,0.0
214,108.06223691913233,0.0,0.0,0.0
215,108.147700984468,0.0,0.0,0.0
216,108.2342707076452,0.0,0.0,0.0
217,108.32189184945054,0.0,0.0,0.0
218,108.41050949431279,0.0,0.0,0.0
219,108.50006808692153,0.0,0.0,0.0
220,108.59051146927926,0.0,0.0,0.0
221,108.68178291816118,0.0,0.0,0.0
222,108.77382518295664,0.0,0.0,0.0
223,108.86658052386613,0.0,0.0,0.0
224,108.95999075042702,0.0,0.0,0.0
225,109.05399726034166,0.0,0.0,0.0
226,109.14854107858062,0.0,0.0,0.0
227,109.24356289673408,0.0,0.0,0.0
228,109.339003112584,0.0,0.0,0.0
229,109.4348018698696,0.0,0.0,0.0
230,109.53089909821868,0.0,0.0,0.0
231,109.62723455321677,0.0,0.0,0.0
232,109.72374785658664,0.0,0.0,0.0
233,109.82037853645016,0.0,0.0,0.0
234,109.91706606764454,0.0,0.0,0.0
235,110.01374991206491,0.0,0.0,0.0
236,110.11036955900558,0.0,0.0,0.0
237,110.2068645654716,0.0,0.0,0.0
238,110.30317459643298,0.0,0.0,0.0
239,110.39923946499344,0.0,0.0,0.0
240,110.49499917244603,0.0,0.0,0.0
241,110.59039394818777,0.0,0.0,0.0
242,110.68536428946565,0.0,0.0,0.0
243,110.77985100092656,0.0,0.0,0.0
244,110.87379523394358,0.0,0.0,0.0
245,110.96713852569165,0.0,0.0,0.0
246,111.05982283794532,0.0,0.0,0.0
247,111.15179059557202,0.0,0.0,0.0
248,111.24298472469401,0.0,0.0,0.0
249,111.3333486904927,0.0,0.0,0.0
250,111.42282653462927,0.0,0.0,0.0
251,111.5113629122557,0.0,0.0,0.0
252,111.5989031285907,0.0,0.0,0.0
253,111.68539317503519,0.0,0.0,0.0
254,111.77077976480255,0.0,0.0,0.0
255,111.85501036803915,0.0,0.0,0.0
256,111.93803324641067,0.0,0.0,0.0
257,112.01979748713076,0.0,0.0,0.0
258,112.10025303640833,0.0,0.0,0.0
259,112.17935073229073,0.0,0.0,0.0
260,112.25704233688006,0.0,0.0,0.0
261,112.33328056790062,0.0,0.0,0.0
262,112.40801912959577,0.0,0.0,0.0
263,112.48121274293318,0.0,0.0,0.0
264,112.55281717509752,0.0,0.0,0.0
265,112.62278926825073,0.0,0.0,0.0
266,112.69108696754006,0.0,0.0,0.0
267,112.75766934833476,0.0,0.0,0.0
268,112.82249664267297,0.0,0.0,0.0
269,112.8855302649007,0.0,0.0,0.0
270,112.94673283648552,0.0,0.0,0.0
271,113.00606820998836,0.0,0.0,0.0
272,113.0635014921766,0.0,0.0,0.0
273,113.11899906626356,0.0,0.0,0.0
274,113.17252861325889,0.0,0.0,0.0
275,113.22405913241566,0.0,0.0,0.0
276,113.2735609607605,0.0,0.0,0.0
277,113.32100579169351,0.0,0.0,0.0
278,113.3663666926458,0.0,0.0,0.0
279,113.40961812178276,0.0,0.0,0.0
280,113.45073594374199,0.0,0.0,0.0
281,113.48969744439559,0.0,0.0,0.0
282,113.52648134462711,0.0,0.0,0.0
283,113.56106781311415,0.0,0.0,0.0
284,113.59343847810834,0.0,0.0,0.0
285,113.62357643820523,0.0,0.0,0.0
286,113.65146627209701,0.0,0.0,0.0
287,113.67709404730225,0.0,0.0,0.0
288,113.70044732786697,0.0,0.0,0.0
289,113.72151518103257,0.0,0.0,0.0
290,113.74028818286652,0.0,0.0,0.0
291,113.75675842285274,0.0,0.0,0.0
292,113.77091950743913,0.0,0.0,0.0
293,113.7827665625405,0.0,0.0,0.0
294,113.79229623499593,0.0,0.0,0.0
295,113.79950669298033,0.0,0.0,0.0
296,113.80439762537063,0.0,0.0,0.0
297,113.80697024006787,0.0,0.0,0.0
298,113.80722726127712,0.0,0.0,0.0
299,113.8051729257479,0.0,0.0,0.0
300,113.8008129779786,0.0,0.0,0.0
301,113.79415466438893,0.0,0.0,0.0
302,113.78520672646553,0.0,0.0,0.0
303,113.77397939288598,0.0,0.0,0.0
304,113.76048437062785,0.0,0.0,0.0
305,113.74473483506978,0.0,0.0,0.0
306,113.72674541909207,0.0,0.0,0.0
307,113.7065322011857,0.0,0.0,0.0
308,113.68411269257842,0.0,0.0,0.0
309,113.6595058233882,0.0,0.0,0.0
310,113.63273192781419,0.0,0.0,0.0
311,113.60381272837667,0.0,0.0,0.0
312,113.57277131921767,0.0,0.0,0.0
313,113.53963214847478,0.0,0.0,0.0
314,113.50442099974157,0.0,0.0,0.0
315,113.46716497262796,0.0,0.0,0.0
316,113.42789246243541,0.0,0.0,0.0
317,113.38663313896184,0.0,0.0,0.0
318,113.3434179244517,0.0,0.0,0.0
319,113.29827897070791,0.0,0.0,0.0
320,113.25124963538201,0.0,0.0,0.0
321,113.20236445746029,0.0,0.0,0.0
322,113.1516591319637,0.0,0.0,0.0
323,113.09917048388002,0.0,0.0,0.0
324,113.04493644134743,0.0,0.0,0.0
325,112.98899600810903,0.0,0.0,0.0
326,112.93138923525821,0.0,0.0,0.0
327,112.87215719229565,0.0,0.0,0.0
328,112.81134193751876,0.0,0.0,0.0
329,112.74898648776528,0.0,0.0,0.0
330,112.68513478753255,0.0,0.0,0.0
331,112.61983167749543,0.0,0.0,0.0
332,112.55312286244492,0.0,0.0,0.0
333,112.4850548786712,0.0,0.0,0.0
334,112.41567506081428,0.0,0.0,0.0
335,112.3450315082063,0.0,0.0,0.0
336,112.27317305072972,0.0,0.0,0.0
337,112.20014921421583,0.0,0.0,0.0
338,112.12601018540856,0.0,0.0,0.0
339,112.05080677651875,0.0,0.0,0.0
340,111.97459038939421,0.0,0.0,0.0
341,111.89741297933134,0.0,0.0,0.0
342,111.81932701855412,0.0,0.0,0.0
343,111.74038545938677,0.0,0.0,0.0
344,111.66064169714622,0.0,0.0,0.0
345,111.58014953278088,0.0,0.0,0.0
346,111.49896313528266,0.0,0.0,0.0
347,111.41713700389867,0.0,0.0,0.0
348,111.33472593016968,0.0,0.0,0.0
349,111.25178495982244,0.0,0.0,0.0
350,111.16836935454279,0.0,0.0,0.0
351,111.08453455365691,0.0,0.0,0.0
352,111.00033613574765,0.0,0.0,0.0
353,110.9158297802335,0.0,0.0,0.0
354,110.83107122893705,0.0,0.0,0.0
355,110.74611624767063,0.0,0.0,0.0
356,110.66102058786569,0.0,0.0,0.0
357,110.57583994827361,0.0,0.0,0.0
358,110.4906299367647,0.0,0.0,0.0
359,110.40544603225231,0.0,0.0,0.0
360,110.32034354676904,0.0,0.0,0.0
361,110.23537758772157,0.0,0.0,0.0
362,110.15060302035096,0.0,0.0,0.0
363,110.06607443042431,0.0,0.0,0.0
364,109.9818460871845,0.0,0.0,0.0
365,109.89797190658358,0.0,0.0,0.0
366,109.81450541482585,0.0,0.0,0.0
367,109.73149971224586,0.0,0.0,0.0
368,109.64900743754687,0.0,0.0,0.0
369,109.56708073242443,0.0,0.0,0.0
370,109.48577120659999,0.0,0.0,0.0
371,109.40512990328872,0.0,0.0,0.0
372,109.32520726512566,0.0,0.0,0.0
373,109.24605310057362,0.0,0.0,0.0
374,109.1677165508366,0.0,0.0,0.0
375,109.09024605730099,0.0,0.0,0.0
376,109.0136893295276,0.0,0.0,0.0
377,108.93809331381628,0.0,0.0,0.0
378,108.86350416236498,0.0,0.0,0.0
379,108.78996720304417,0.0,0.0,0.0
380,108.71752690980775,0.0,0.0,0.0
381,108.64622687376036,0.0,0.0,0.0
382,108.57610977490104,0.0,0.0,0.0
383,108.50721735456248,0.0,0.0,0.0
384,108.43959038856451,0.0,0.0,0.0
385,108.37326866110018,0.0,0.0,0.0
386,108.308290939372,0.0,0.0,0.0
387,108.2446949489954,0.0,0.0,0.0
388,108.18251735018617,0.0,0.0,0.0
389,108.12179371474748,0.0,0.0,0.0
390,108.06255850387218,0.0,0.0,0.0
391,108.00484504677497,0.0,0.0,0.0
392,107.94868552016855,0.0,0.0,0.0
393,107.89411092859737,0.0,0.0,0.0
394,107.84115108564191,0.0,0.0,0.0
395,107.78983459600553,0.0,0.0,0.0
396,107.7401888384957,0.0,0.0,0.0
397,107.69223994991046,0.0,0.0,0.0
398,107.64601280984037,0.0,0.0,0.0
399,107.60153102639569,0.0,0.0,0.0
400,107.5588169228674,0.0,0.0,0.0
401,107.51789152533073,0.0,0.0,0.0
402,107.47877455119841,0.0,0.0,0.0
403,107.44148439873067,0.0,0.0,0.0
404,107.40603813750799,0.0,0.0,0.0
405,107.37245149987235,0.0,0.0,0.0
406,107.34073887334142,0.0,0.0,0.0
407,107.3109132939998,0.0,0.0,0.0
408,107.28298644087084,0.0,0.0,0.0
409,107.25696863127139,0.0,0.0,0.0
410,107.23286881715148,0.0,0.0,0.0
411,107.21069458242026,0.0,0.0,0.0
412,107.19045214125836,0.0,0.0,0.0
413,107.1721463374167,0.0,0.0,0.0
414,107.15578064450068,0.0,0.0,0.0
415,107.14135716723798,0.0,0.0,0.0
416,107.12887664372786,0.0,0.0,0.0
417,107.11833844866845,0.0,0.0,0.0
418,107.1097405975586,0.0,0.0,0.0
419,107.10307975186964,0.0,0.0,0.0
420,107.09835122518174,0.0,0.0,0.0
421,107.09554899027911,0.0,0.0,0.0
422,107.09466568719742,0.0,0.0,0.0
423,107.09569263221607,0.0,0.0,0.0
424,107.09861982778756,0.0,0.0,0.0
425,107.10343597339494,0.0,0.0,0.0
426,107.11012847732854,0.0,0.0,0.0
427,107.11868346937165,0.0,0.0,0.0
428,107.12908581438467,0.0,0.0,0.0
429,107.14131912677648,0.0,0.0,0.0
430,107.15536578585119,0.0,0.0,0.0
431,107.17120695201767,0.0,0.0,0.0
432,107.18882258384875,0.0,0.0,0.0
433,107.20819145597649,0.0,0.0,0.0
434,107.22929117780899,0.0,0.0,0.0
435,107.25209821305405,0.0,0.0,0.0
436,107.276587900034,0.0,0.0,0.0
437,107.30273447277581,0.0,0.0,0.0
438,107.33051108285981,0.0,0.0,0.0
439,107.35988982200998,0.0,0.0,0.0
440,107.39084174540797,0.0,0.0,0.0
441,107.42333689571306,0.0,0.0,0.0
442,107.45734432776896,0.0,0.0,0.0
443,107.49283213397868,0.0,0.0,0.0
444,107.52976747032763,0.0,0.0,0.0
445,107.56811658303512,0.0,0.0,0.0
446,107.60784483581352,0.0,0.0,0.0
447,107.64891673771439,0.0,0.0,0.0
448,107.69129597154011,0.0,0.0,0.0
449,107.7349454227994,0.0,0.0,0.0
450,107.77982720918455,0.0,0.0,0.0
451,107.82590271054806,0.0,0.0,0.0
452,107.87313259935571,0.0,0.0,0.0
453,107.92147687159321,0.0,0.0,0.0
454,107.97089487810267,0.0,0.0,0.0
455,108.02134535632561,0.0,0.0,0.0
456,108.07278646242816,0.0,0.0,0.0
457,108.12517580378443,0.0,0.0,0.0
458,108.17847047179355,0.0,0.0,0.0
459,108.23262707500564,0.0,0.0,0.0
460,108.28760177253191,0.0,0.0,0.0
461,108.34335030771375,0.0,0.0,0.0
462,108.39982804202559,0.0,0.0,0.0
463,108.45698998918631,0.0,0.0,0.0
464,108.51479084945345,0.0,0.0,0.0
465,108.57318504407479,0.0,0.0,0.0
466,108.63212674987165,0.0,0.0,0.0
467,108.69156993392801,0.0,0.0,0.0
468,108.75146838835967,0.0,0.0,0.0
469,108.81177576513777,0.0,0.0,0.0
470,108.87244561094062,0.0,0.0,0.0
471,108.93343140200814,0.0,0.0,0.0
472,108.99468657897296,0.0,0.0,0.0
473,109.05616458164265,0.0,0.0,0.0
474,109.11781888370703,0.0,0.0,0.0
475,109.17960302734531,0.0,0.0,0.0
476,109.2414706577072,0.0,0.0,0.0
477,109.30337555724296,0.0,0.0,0.0
478,109.36527167985676,0.0,0.0,0.0
479,109.42711318485846,0.0,0.0,0.0
480,109.48885447068893,0.0,0.0,0.0
481,109.55045020839404,0.0,0.0,0.0
482,109.6118553748229,0.0,0.0,0.0
483,109.67302528552602,0.0,0.0,0.0
484,109.73391562732938,0.0,0.0,0.0
485,109.79448249056068,0.0,0.0,0.0
486,109.85468240090418,0.0,0.0,0.0
487,109.91447235086105,0.0,0.0,0.0
488,109.97380983079232,0.0,0.0,0.0
489,110.03265285952189,0.0,0.0,0.0
490,110.09096001447746,0.0,0.0,0.0
491,110.14869046134748,0.0,0.0,0.0
492,110.20580398323281,0.0,0.0,0.0
493,110.26226100927197,0.0,0.0,0.0
494,110.3180226427193,0.0,0.0,0.0
495,110.3730506884561,0.0,0.0,0.0
496,110.42730767991466,0.0,0.0,0.0
497,110.48075690539609,0.0,0.0,0.0
498,110.53336243376314,0.0,0.0,0.0
499,110.58508913948957,0.0,0.0,0.0
500,110.63590272704829,0.0,0.0,0.0
501,110.685769754621,0.0,0.0,0.0
502,110.73465765711244,0.0,0.0,0.0
503,110.78253476845289,0.0,0.0,0.0
504,110.82937034317361,0.0,0.0,0.0
505,110.87513457723944,0.0,0.0,0.0
506,110.91979862812454,0.0,0.0,0.0
507,110.96333463411692,0.0,0.0,0.0
508,111.00571573283842,0.0,0.0,0.0
509,111.04691607896739,0.0,0.0,0.0
510,115.22024419448505,80.0,0.0,0.0
511,115.16717058700537,0.0,0.0,0.0
512,115.1150558896711,0.0,0.0,0.0
513,115.06382421164147,0.0,0.0,0.0
514,115.01340209368739,0.0,0.0,0.0
515,114.9637184878621,0.0,0.0,0.0
516,114.91470473711739,0.0,0.0,0.0
517,114.86629455483825,0.0,0.0,0.0
518,114.81842400426848,0.0,0.0,0.0
519,114.77103147780227,0.0,0.0,0.0
520,114.724057676117,0.0,0.0,0.0
521,114.67744558712415,0.0,0.0,0.0
522,114.63114046471615,0.0,0.0,0.0
523,114.58508980728801,0.0,0.0,0.0
524,114.53924333601407,0.0,0.0,0.0
525,114.49355297286073,0.0,0.0,0.0
526,114.44797281831791,0.0,0.0,0.0
527,114.40245912883208,0.0,0.0,0.0
528,114.35697029392577,0.0,0.0,0.0
529,114.31146681298875,0.0,0.0,0.0
530,114.26591127172773,0.0,0.0,0.0
531,114.22026831826196,0.0,0.0,0.0
532,114.17450463885356,0.0,0.0,0.0
533,114.12858893326224,0.0,0.0,0.0
534,114.08249188971496,0.0,0.0,0.0
535,114.03618615948248,0.0,0.0,0.0
536,113.98964633105527,0.0,0.0,0.0
537,113.94284890391255,0.0,0.0,0.0
538,113.89577226187917,0.0,0.0,0.0
539,113.84839664606564,0.0,0.0,0.0
540,113.8007041273883,0.0,0.0,0.0
541,113.75267857866649,0.0,0.0,0.0
542,113.7043056462958,0.0,0.0,0.0
543,113.65557272149589,0.0,0.0,0.0
544,113.60646891113372,0.0,0.0,0.0
545,113.5569850081228,0.0,0.0,0.0
546,113.50711346140046,0.0,0.0,0.0
547,113.45684834548591,0.0,0.0,0.0
548,113.40618532962245,0.0,0.0,0.0
549,113.3551216465085,0.0,0.0,0.0
550,113.30365606062234,0.0,0.0,0.0
551,113.25178883614649,0.0,0.0,0.0
552,113.19952170449857,0.0,0.0,0.0
553,113.14685783147593,0.0,0.0,0.0
554,113.0938017840223,0.0,0.0,0.0
555,113.04035949662533,0.0,0.0,0.0
556,112.98653823735424,0.0,0.0,0.0
557,112.93234657354857,0.0,0.0,0.0
558,112.87779433716805,0.0,0.0,0.0
559,112.82289258981567,0.0,0.0,0.0
560,112.76765358744586,0.0,0.0,0.0
561,112.71209074477072,0.0,0.0,0.0
562,112.6562185993773,0.0,0.0,0.0
563,112.60005277557016,0.0,0.0,0.0
564,112.54360994795343,0.0,0.0,0.0
565,112.48690780476734,0.0,0.0,0.0
566,112.42996501099475,0.0,0.0,0.0
567,112.37280117125363,0.0,0.0,0.0
568,112.31543679249165,0.0,0.0,0.0
569,112.25789324650017,0.0,0.0,0.0
570,112.20019273226441,0.0,0.0,0.0
571,112.14235823816782,0.0,0.0,0.0
572,112.08441350406854,0.0,0.0,0.0
573,112.02638298326636,0.0,0.0,0.0
574,111.96829180437915,0.0,0.0,0.0
575,111.9101657331474,0.0,0.0,0.0
576,111.85203113418663,0.0,0.0,0.0
577,111.79391493270728,0.0,0.0,0.0
578,111.73584457622168,0.0,0.0,0.0
579,111.6778479962586,0.0,0.0,0.0
580,111.61995357010564,0.0,0.0,0.0
581,111.56219008259976,0.0,0.0,0.0
582,111.50458668798709,0.0,0.0,0.0
583,111.44717287187251,0.0,0.0,0.0
584,111.38997841328033,0.0,0.0,0.0
585,111.33303334684695,0.0,0.0,0.0
586,111.27636792516667,0.0,0.0,0.0
587,111.22001258131226,0.0,0.0,0.0
588,111.16399789155126,0.0,0.0,0.0
589,111.10835453827943,0.0,0.0,0.0
590,111.05311327319282,0.0,0.0,0.0
591,110.9983048807197,0.0,0.0,0.0
592,110.94396014173368,0.0,0.0,0.0
593,110.89010979756921,0.0,0.0,0.0
594,110.83678451436066,0.0,0.0,0.0
595,110.7840148477262,0.0,0.0,0.0
596,110.7318312078171,0.0,0.0,0.0
597,110.68026382475361,0.0,0.0,0.0
598,110.62934271446791,0.0,0.0,0.0
599,110.57909764497467,0.0,0.0,0.0
600,110.52955810308947,0.0,0.0,0.0
601,110.48075326161532,0.0,0.0,0.0
602,110.43271194701697,0.0,0.0,0.0
603,110.38546260760263,0.0,0.0,0.0
604,110.33903328223275,0.0,0.0,0.0
605,110.29345156957432,0.0,0.0,0.0
606,110.24874459792025,0.0,0.0,0.0
607,110.20493899559148,0.0,0.0,0.0
608,110.16206086194055,0.0,0.0,0.0
609,110.120135738974,0.0,0.0,0.0
610,110.07918858361123,0.0,0.0,0.0
611,110.03924374059675,0.0,0.0,0.0
612,110.00032491608229,0.0,0.0,0.0
613,109.96245515189533,0.0,0.0,0.0
614,109.92565680050942,0.0,0.0,0.0
615,109.88995150073191,0.0,0.0,0.0
616,109.85536015412377,0.0,0.0,0.0
617,109.82190290216619,0.0,0.0,0.0
618,109.7895991041874,0.0,0.0,0.0
619,109.7584673160637,0.0,0.0,0.0
620,109.72852526970728,0.0,0.0,0.0
621,109.6997898533532,0.0,0.0,0.0
622,109.67227709265767,0.0,0.0,0.0
623,109.64600213261872,0.0,0.0,0.0
624,109.6209792203302,0.0,0.0,0.0
625,109.59722168857908,0.0,0.0,0.0
626,109.57474194029612,0.0,0.0,0.0
627,109.5535514338686,0.0,0.0,0.0
628,109.53366066932365,0.0,0.0,0.0
629,109.51507917539028,0.0,0.0,0.0
630,109.49781549744723,0.0,0.0,0.0
631,109.48187718636316,0.0,0.0,0.0
632,109.46727078823555,0.0,0.0,0.0
633,109.45400183503355,0.0,0.0,0.0
634,109.44207483614946,0.0,0.0,0.0
