action,blood glucose,reward,meal,risk,time
0.0,163.80444,-21.812229799167028,0.0,5.402253688340236,20:24
0.0,162.74883,-21.205590946546604,0.0,5.1465237139138695,20:27
0.0,161.15567,-20.326640111938843,0.0,4.8966548829418235,20:30
0.0,159.23613,-19.321335031057394,0.0,4.651433649532856,20:33
0.0,157.25867,-18.330698495778773,0.0,4.410035206699121,20:36
0.0,155.49368,-17.486588536634866,0.0,4.171992958830646,20:39
0.0,154.18947,-16.90638064626265,0.0,3.937152675326108,20:42
0.0,153.4526,-16.621413243368824,0.0,3.7056199002654813,20:45
0.0,153.17603,-16.5489328052752,0.0,3.4777061311957875,20:48
0.0,153.20604,-16.607254127266966,0.0,3.2538771402990987,20:51
0.0,153.3899,-16.720917056484932,0.0,3.0347053791333956,20:54
0.0,153.57779,-16.815509764618703,0.0,2.8208274786401404,20:57
0.0,153.63425,-16.825134635132198,0.0,2.612907266898982,21:00
0.0,153.44478,-16.695530893573835,0.0,2.4116043609613507,21:03
0.0,152.89975,-16.37302503506891,0.0,2.217548165865776,21:06
0.0,151.8896,-15.804023056773165,0.0,2.031316980851447,21:09
0.0,150.32433,-14.948368019975245,0.0,1.8534218360733166,21:12
0.0,148.23125,-13.838280011115751,0.0,1.6842946416590938,21:15
0.0,145.81352,-12.599133579777508,0.0,1.524280211777764,21:18
0.0,143.3133,-11.35364669314706,0.0,1.3736317216677105,21:21
0.0,140.97244,-10.21726060705247,0.0,1.232509160593068,21:24
0.0,139.01059,7.213866297323412,0.0,1.1009803556142383,21:27
0.0,137.51488,7.155656469861918,0.0,0.9790241581058137,21:30
0.0,136.37384,7.114287571753218,0.0,0.8665354059644859,21:33
0.0,135.4317,7.091376926198598,0.0,0.7633312985738151,21:36
0.0,134.53238,7.084642767870229,0.0,0.6691588481460399,21:39
0.0,133.53761,7.090624653919898,0.0,0.5837030994354444,21:42
0.0,132.41727,7.098196547566498,0.0,0.5065958394446856,21:45
0.0,131.3037,7.093440888589101,0.0,0.4374245490791102,21:48
0.0,130.3651,7.075452971580596,0.0,0.37574137922436046,21:51
0.0,129.76945,7.046280782967529,0.0,0.32107196393711357,21:54
0.0,129.6621,7.008208384140318,0.0,0.27292391289672596,21:57
0.0,130.05324,6.969898098485419,0.0,0.23079485356010856,22:00
0.25,130.75076,6.944979975218259,22.666666666666668,0.19418250476406856,22:03
0.25,131.51903,6.9374393857475365,0.0,0.1626860985984742,22:06
0.25,132.1308,6.948738090121176,0.0,0.13633084737745052,22:09
0.0,132.37674,6.979035450673229,0.0,0.11567987318817356,22:12
0.0,132.06857,7.02623742431601,0.0,0.10167329655791674,22:15
0.0,131.0362,7.085545321320118,0.0,0.09558729335544082,22:18
0.0,129.11916,7.149001233364939,0.0,0.0992214444787066,22:21
0.0,126.15118,7.204204947513582,0.0,0.11530729722558555,22:24
0.0,124.64407,7.090724601810723,0.0,0.1480653426766061,22:27
0.0,127.601425,6.813625984312201,0.0,0.2033664898689539,22:30
0.0,130.51851,6.78395651348936,0.0,0.2881354034808084,22:33
0.0,133.41425,6.756048764009331,0.0,0.40909046284471473,22:36
0.0,136.28552,6.7310214689041,0.0,0.5713070647404977,22:39
0.0,139.11517,6.710248155168033,0.0,0.7771928764353614,22:42
0.0,141.88077,-11.24574714006365,0.0,1.0261917326627765,22:45
0.0,144.56221,-12.596819718437537,0.0,1.3151407992587965,22:48
0.0,147.14653,-13.894768730591922,0.0,1.6389909743435944,22:51
0.0,149.63019,-15.139105705877405,0.0,1.991605204418834,22:54
0.0,152.01422,-16.331234192228354,0.0,2.366455339443218,22:57
0.0,154.27734,-17.4576277291784,0.0,2.7571444882556486,23:00
0.0,156.3718,-18.490392740784014,41.333333333333336,3.1601331259346965,23:03
0.0,158.30849,-19.443406485111154,0.0,3.5875484598290313,23:06
0.0,160.16269,-20.364752009060247,0.0,4.056118398774456,23:09
0.0,161.98282,-21.27560485131719,0.0,4.577480411453414,23:12
0.0,163.86546,-22.232691164058565,0.0,5.1614285303510545,23:15
0.0,166.01701,-23.35847678334685,0.0,5.818057070832779,23:18
0.0,168.67122,-24.77738835917085,0.0,6.558689090326224,23:21
0.0,172.06552,-26.612972471198567,0.0,7.396028259664274,23:24
0.0,176.41896,-28.97693073343448,0.0,8.343862463534574,23:27
0.0,181.82309,-31.897415827399925,0.0,9.41612967214301,23:30
0.0,188.16414,-35.280762500531665,0.0,10.62219634243884,23:33
0.0,195.24832,-39.01026982093586,0.0,11.96228054847489,23:36
0.0,202.83945,-42.9525124092034,0.0,13.42662957527731,23:39
0.0,210.68295,-46.96930783509117,0.0,14.997098585946357,23:42
0.0,218.59781,-50.98004753282585,0.0,16.65020284336822,23:45
0.0,226.5375,-54.98795213687373,0.0,18.36040429762022,23:48
0.0,234.49226,-58.996231152650424,0.0,20.102769841553236,23:51
0.0,242.46437,-63.009256246211365,0.0,21.85470345863402,23:54
0.0,250.46118,-67.03244956850186,0.0,23.596832578319326,23:57
0.0,258.44754,-86.03905466597476,0.0,25.313274159521907,00:00
