action,blood glucose,reward,meal,risk,time
0.0,114.99043,14.016956425396161,0.0,0.6859696900969985,05:33
0.0,114.28581,14.007974084672492,0.0,0.698848314845636,05:36
0.0,114.06721,14.00194743715611,0.0,0.7124323837426704,05:39
0.0,114.44319,13.996495536043767,0.0,0.7268393603607699,05:42
0.0,115.44331,13.98710632134118,0.0,0.7421835243258957,05:45
0.0,116.97864,13.970353282984057,0.0,0.7585759537795371,05:48
0.0,118.933784,13.945620498434689,0.0,0.776124579920989,05:51
0.0,121.19331,13.915053125702698,0.0,0.794934289948725,05:54
0.0,123.635864,13.882959678313245,0.0,0.8151070580827293,05:57
0.0,126.10512,6.856585896474727,0.0,0.8367420876677167,06:00
0.25,128.39238,6.845931507716225,0.0,0.8599358881851866,06:03
0.25,130.27724,6.858499182830423,0.0,0.8847784500888639,06:06
0.25,131.53891,6.8982562683375654,0.0,0.9113256486575222,06:09
0.0,131.98392,6.962806850566276,0.0,0.9395441013406037,06:12
0.0,131.58617,7.033275916763788,0.0,0.9692623133335586,06:15
0.0,130.57109,7.082458813312381,0.0,1.00016470536158,06:18
0.0,129.21927,7.1042037726141345,0.0,1.0318331621534351,06:21
0.0,127.81077,7.101547169395518,0.0,1.0638010864757361,06:24
0.0,126.61565,7.080358587206986,0.0,1.0955990786743783,06:27
0.0,125.84408,7.048970736001022,0.0,1.1267880266267856,06:30
0.0,125.61638,7.014007985274335,0.0,1.1569806387238544,06:33
0.0,126.03353,6.974182111017965,0.0,1.1858537266034115,06:36
0.0,127.19733,6.924404004626849,0.0,1.2131535713008443,06:39
0.0,129.1959,6.85827323133042,0.0,1.2386963571836733,06:42
0.0,132.03148,6.774303257124369,0.0,1.2623652422618905,06:45
0.0,135.577,6.679776133997527,0.0,1.2841052578164662,06:48
0.0,139.67705,6.581154193685112,0.0,1.3039169229808603,06:51
0.0,144.1767,-12.602580345995875,0.0,1.321849219884229,06:54
0.0,148.91336,-15.053751043105047,0.0,1.3379923918230228,06:57
0.0,153.67654,-17.49061908756996,0.0,1.3524708888025687,07:00
0.0,158.18373,-19.752394630521273,0.0,1.3654366811607979,07:03
0.0,162.13647,-21.678939338733805,0.0,1.3770630843980283,07:06
0.0,165.23651,-23.116109146679896,0.0,1.3875391803315642,07:09
0.0,167.18561,-23.91379441267638,0.0,1.397064876453402,07:12
0.0,167.6856,-23.92609168122099,0.0,1.4058466133515355,07:15
0.0,166.43832,-23.01209386603488,0.0,1.414093706648078,07:18
0.0,163.14561,-21.03804035428324,0.0,1.4220152931746304,07:21
0.0,157.50925,-17.882261865128665,0.0,1.4298178395890802,07:24
0.0,151.92262,-15.156211102579832,0.0,1.4377031642186888,07:27
0.0,149.87505,-14.65879265979509,0.0,1.4458669187152542,07:30
0.0,147.9791,-13.739839829727595,0.0,1.45449747442728,07:33
0.0,146.24284,-12.900124986929361,0.0,1.4637751586636505,07:36
0.0,144.67432,-12.14354065349974,0.0,1.4738717877727665,07:39
0.0,143.28139,-11.47394919579046,0.0,1.4849504468059536,07:42
0.0,142.07187,-10.895236352385643,0.0,1.4971654691502012,07:45
0.0,141.05345,-10.411287384844792,0.0,1.5106625736397548,07:48
0.0,140.23369,-10.025984574751206,0.0,1.5255791210706493,07:51
0.0,139.62006,7.0667872002638035,0.0,1.5420444565691307,07:54
0.0,139.22112,7.042850043494495,0.0,1.5601803087650792,07:57
0.0,139.05246,7.017980208902519,0.0,1.5801012210841339,08:00
0.5,139.14029,6.990646227054192,5.333333333333333,1.6019213685564853,08:03
0.5,139.51476,6.959878110198819,0.0,1.6260083230204456,08:06
0.5,140.21263,-10.182147291694468,0.0,1.653786294246543,08:09
0.0,141.26662,-10.750407432919324,0.0,1.6875297993912766,08:12
0.0,142.63295,-11.472771299087743,0.0,1.7293816357471414,08:15
0.0,144.14561,-12.251588627650511,0.0,1.7808059194827486,08:18
0.0,145.60475,-12.980367248631964,0.0,1.8424452944051577,08:21
0.0,146.80267,-13.551403712030016,0.0,1.9141374447286206,08:24
0.0,147.56902,-13.882324340433192,0.0,1.994964885572247,08:27
0.0,147.9929,-14.051154535891627,0.0,2.0833256360699033,08:30
0.0,148.55711,-14.352020072510536,0.0,2.177065552030483,08:33
0.0,149.83061,-15.083816154621166,0.0,2.2736916571670385,08:36
0.0,152.38237,-16.53969642133557,0.0,2.3706235055772735,08:39
0.0,156.69745,-18.969142080880246,0.0,2.4654150231380783,08:42
0.0,162.75003,-22.305178655559466,0.0,2.5559075655724635,08:45
0.0,169.74698,-26.025762917045697,0.0,2.6403117710111212,08:48
0.0,176.72723,-29.58447918781036,0.0,2.7172342810358185,08:51
0.0,182.73291,-32.466375935984615,0.0,2.7856681848428915,08:54
0.0,186.88394,-34.2259416198929,0.0,2.8449623831763544,08:57
0.0,188.75307,-34.73535892304979,0.0,2.8947804020292836,09:00
0.0,188.59076,-34.26408149592227,0.0,2.935055378059998,09:03
0.0,186.7991,-33.055820875177986,0.0,2.9659452623972644,09:06
0.0,183.78139,-31.319201018667094,0.0,2.98779053830978,09:09
0.0,179.9319,-29.25138026987988,0.0,3.0010756473830993,09:12
0.0,175.58669,-27.007791261493335,0.0,3.006394646273839,09:15
0.0,170.9938,-24.693113695028043,0.0,3.0044212156991508,09:18
0.0,166.38196,-22.414067748534862,0.0,2.995882912287576,09:21
0.0,161.98006,-20.279564929176388,0.0,2.9815394269748503,09:24
0.0,158.00156,-18.387310545850873,0.0,2.962164550237685,09:27
0.0,154.56699,-16.77772290745242,0.0,2.938531519877678,09:30
0.0,151.65736,-15.418832211982163,0.0,2.9114014264150434,09:33
0.0,149.2226,-14.282331559229625,0.0,2.8815143656482043,09:36
0.0,147.21245,-13.344775496098915,0.0,2.8495830525660484,09:39
0.0,145.57654,-12.582579743331777,0.0,2.8162886428653504,09:42
0.0,144.26425,-11.9718991796085,0.0,2.7822785465342132,09:45
0.0,143.22487,-11.48863181624098,0.0,2.7481660616663643,09:48
0.0,142.40744,-11.10832960934795,0.0,2.7145317049141404,09:51
0.0,141.76088,-10.806243717739044,0.0,2.6819261645963737,09:54
0.0,140.3689,-10.028556916013459,0.0,2.65087484373941,09:57
0.0,137.72433,7.281178221041317,0.0,2.6218839671313994,10:00
0.5,136.28098,7.144819873941244,0.0,2.5954479336008958,10:03
0.5,135.85712,7.041327070697493,0.0,2.5720453538374457,10:06
0.5,136.27063,6.959687705349214,0.0,2.5520621536485155,10:09
0.0,137.33788,6.89355305997856,0.0,2.53563625862131,10:12
0.0,138.87259,6.840993521201432,0.0,2.522529136571114,10:15
0.0,140.68542,-10.539252337739214,0.0,2.5121195816771995,10:18
0.0,142.58449,-11.507862563470116,0.0,2.503510443618817,10:21
0.0,144.3763,-12.400340504321568,0.0,2.4956391862349774,10:24
0.0,145.8813,-13.125193135116612,0.0,2.487355337295968,10:27
0.0,147.00908,-13.646481081027007,0.0,2.4774838299560042,10:30
0.0,147.80354,-14.003593825622708,0.0,2.4648900491193393,10:33
0.0,148.33902,-14.23897656783168,0.0,2.448544523128284,10:36
0.0,148.69081,-14.391408561148324,0.0,2.4275773761239807,10:39
0.0,148.92511,-14.49335080682201,0.0,2.4013154295847308,10:42
0.0,149.04655,-14.539288110167941,0.0,2.3693004071342214,10:45
0.0,148.9668,-14.472878853196388,0.0,2.331290548677743,10:48
0.0,148.57799,-14.237922343578116,0.0,2.287249507794912,10:51
0.0,147.77367,-13.782291144283393,0.0,2.237326513445348,10:54
0.0,146.47188,-13.069976419176031,0.0,2.18183122784284,10:57
0.0,144.7318,-12.150491132763886,0.0,2.121206001647105,11:00
0.0,142.8236,-11.184356078489675,0.0,2.0559975330899376,11:03
0.0,141.06477,-10.331226221357445,0.0,1.986829355079414,11:06
0.0,139.77342,7.142323195931679,0.0,1.91437611445784,11:09
0.0,139.22899,7.058601918698008,0.0,1.8393402564353045,11:12
0.0,139.47734,6.973371773568218,0.0,1.7624314644140684,11:15
0.0,140.2137,-10.186826888550709,0.0,1.6843490115484587,11:18
0.0,141.0554,-10.620972195366878,0.0,1.6057670392874992,11:21
0.0,141.61974,-10.873490683986745,0.0,1.5273226771428798,11:24
0.0,141.56395,-10.775647251297816,0.0,1.449606847345324,11:27
0.0,140.78545,-10.305300255845975,0.0,1.373157550606344,11:30
0.0,139.54184,7.136174880161244,0.0,1.2984553993952264,11:33
0.0,138.17064,7.145059570912083,0.0,1.225921148817734,11:36
0.0,137.0091,7.118582316651335,0.0,1.1559149691664263,11:39
0.0,136.36502,7.064013939498981,0.0,1.0887372060500264,11:42
0.0,136.37068,6.99944267357054,0.0,1.0246303817811948,11:45
0.0,136.89525,6.947950604812101,0.0,0.9637822038885568,11:48
0.0,137.74918,6.913499653272278,0.0,0.9063293619996114,11:51
0.0,138.74269,6.8966524555759,0.0,0.8523619119298764,11:54
0.0,139.69455,6.898310592025746,0.0,0.8019280648046566,11:57
0.0,140.47627,-10.32356585785633,0.0,0.7550392187717041,12:00
0.25,141.0386,-10.58180614534842,0.0,0.71167503709642,12:03
0.25,141.34969,-10.709793217036008,0.0,0.6717853050564935,12:06
0.25,141.37723,-10.691720771929777,0.0,0.6352736191807961,12:09
0.0,141.08801,-10.51148303527655,0.0,0.6019650559157691,12:12
0.0,140.44746,-10.15251492335706,0.0,0.5715872003428857,12:15
0.0,139.41946,7.111903875823722,0.0,0.5437869391152828,12:18
0.0,137.96684,7.152988402296433,0.0,0.5181765216695416,12:21
0.0,136.05191,7.192163959824725,0.0,0.49437787297607777,12:24
0.0,132.70589,7.30841007515031,0.0,0.4720518582479388,12:27
0.0,127.515396,7.403610654977296,0.0,0.45091333251528193,12:30
0.0,123.40173,7.248384140491293,0.0,0.43073590710459025,12:33
0.0,120.28588,7.141612012485498,0.0,0.4113501588138427,12:36
0.0,118.089485,7.073779817344411,0.0,0.39263809431355756,12:39
0.0,116.734825,7.034151967287754,0.0,0.37452579306926104,12:42
0.0,116.14477,7.012071386710855,0.0,0.3569754649879097,12:45
0.0,116.24267,6.998116797807143,0.0,0.3399776770749064,12:48
0.0,116.95229,6.984929548123635,0.0,0.3235441826711872,12:51
0.0,118.197754,6.967620356353025,0.0,0.3077015801669637,12:54
0.0,119.88801,6.944339617937679,0.0,0.29248589775005784,12:57
0.0,121.8397,6.91962107567789,0.0,0.27793811989333883,13:00
0.0,123.730835,6.906386075895116,0.0,0.26410062195188816,13:03
0.0,125.20868,6.916531974947321,0.0,0.2510144498507166,13:06
0.0,125.92057,6.956670517631572,0.0,0.23871736511957792,13:09
0.0,125.5584,7.02229354042918,0.0,0.2272425669594672,13:12
0.0,124.08133,7.085511610560486,0.0,0.21661799981657676,13:15
0.0,121.849365,7.112166320113847,0.0,0.20686615535581293,13:18
0.0,119.31158,7.101286803881117,0.0,0.1980042806559678,13:21
0.0,116.91696,7.068381153617816,0.0,0.1900449091499219,13:24
0.0,115.0748,7.033580296331183,0.0,0.18299663678102399,13:27
0.0,113.95644,7.011939024034638,0.0,0.17686507264586604,13:30
0.0,113.37637,7.003601354514273,0.0,0.17165390072993475,13:33
0.0,113.0697,7.001176248834522,0.0,0.16736599695763885,13:36
0.0,112.77145,7.000656158156136,0.0,0.16400455345518986,13:39
0.0,112.23618,6.999959225138812,0.0,0.16157416948242462,13:42
0.0,111.3363,6.996350914713889,0.0,0.1600818757783865,13:45
0.0,110.120995,6.987776817991369,0.0,0.1595380659645066,13:48
0.0,108.67865,6.974267418196741,0.0,0.15995731506634245,13:51
0.0,107.097565,6.957254237782579,0.0,0.1613590710822022,13:54
0.0,105.47348,6.939584481377201,0.0,0.16376821080031756,13:57
0.0,103.94694,6.927292426785596,0.0,0.16721545572255064,14:00
0.25,102.72586,6.930281754109397,37.666666666666664,0.1717400854189127,14:03
0.25,102.03473,6.955839150474006,0.0,0.17748971616232237,14:06
0.25,102.10647,7.004744383504706,0.0,0.18514192952916253,14:09
0.0,103.15414,7.065064481972059,0.0,0.19632360327761292,14:12
0.0,105.18503,7.1042420510864055,0.0,0.2138182764442341,14:15
0.0,107.88466,7.0961698311443975,0.0,0.241787672424793,14:18
0.0,110.876755,7.053858401492094,0.0,0.2861954985820954,14:21
0.0,113.79354,7.0030727573366995,0.0,0.35549481731283966,14:24
0.0,116.313095,6.966165701531021,0.0,0.4614901590213909,14:27
0.0,118.364174,6.9490455549866965,0.0,0.6196575325303509,14:30
0.0,120.238106,6.936058901437951,0.0,0.8480509572104054,14:33
0.0,122.275055,6.912584289160525,0.0,1.165030665582332,14:36
0.0,124.773315,6.868631104864511,0.0,1.586113037092827,14:39
0.0,127.9914,6.7939712998256585,0.0,2.120826620805821,14:42
0.0,132.15678,6.676500083494529,0.0,2.7708053890618576,14:45
0.0,137.4789,6.502300365855873,0.0,3.529794788350864,14:48
0.0,144.16264,-12.824621687450701,0.0,4.385263125497015,14:51
0.0,152.41875,-17.283459189688013,0.0,5.3207467859491295,14:54
0.0,161.45921,-22.07124959358767,0.0,6.318132005161027,14:57
0.0,169.47426,-26.046947415108825,0.0,7.359439512989445,15:00
0.0,176.60896,-29.550443885516714,0.0,8.428003190636092,15:03
0.0,182.96216,-32.64503291280804,0.0,9.50904242784493,15:06
0.0,188.64343,-35.400557531653774,0.0,10.589791475721817,15:09
0.0,193.7718,-37.887067274215596,0.0,11.65973560208421,15:12
0.0,198.47482,-40.175976421250645,0.0,12.710529285783334,15:15
0.0,202.8868,-42.33997476325917,0.0,13.735743571486111,15:18
0.0,207.14746,-44.45301837884533,0.0,14.730596271859255,15:21
0.0,211.40071,-46.59015706816324,0.0,15.69169283050536,15:24
0.0,215.77798,-48.816202484123984,0.0,16.616791352316593,15:27
0.0,220.31863,-51.13231552858334,0.0,17.50459725988466,15:30
0.0,224.92209,-53.45803781020403,0.0,18.354588401555695,15:33
0.0,229.45772,-55.720552288471964,0.0,19.166868995212024,15:36
0.0,233.79611,-57.85450398368835,0.0,19.942049692072164,15:39
0.0,237.82162,-59.804526002159534,0.0,20.68115073152072,15:42
0.0,241.49661,-61.56898276719099,0.0,21.385525285392294,15:45
0.0,244.90004,-63.21377721422528,0.0,22.056800452623932,15:48
0.0,248.13708,-64.79801968791199,0.0,22.696833847461946,15:51
0.0,251.31337,-66.37513668394332,0.0,23.3076842673651,15:54
0.0,254.52115,-67.98862026958228,0.0,23.89159550377409,15:57
0.0,257.77054,-69.62508466899745,0.0,24.45099295642204,16:00
0.5,260.94827,-71.19971649806622,0.0,24.98849278238695,16:03
0.5,263.91415,-72.6359787110614,0.0,25.506892542100186,16:06
0.5,266.52808,-73.86361309076867,0.0,26.008982573920882,16:09
0.0,268.66562,-74.82392335922565,0.0,26.49716102418762,16:12
0.0,270.30215,-75.52754110175538,0.0,26.973141516702302,16:15
0.0,271.56375,-76.07234065133476,0.0,27.438034157805852,16:18
0.0,272.60904,-76.54534674149691,0.0,27.89278060510607,16:21
0.0,273.59714,-77.02635080405216,0.0,28.33857560095339,16:24
0.0,274.68018,-77.58989131269698,0.0,28.77700548698748,16:27
0.0,275.96014,-78.27548334542074,0.0,29.209780300405587,16:30
0.0,277.46127,-79.07732728812388,0.0,29.63809221571382,16:33
0.0,279.18628,-79.99184583643526,0.0,30.061857222678626,16:36
0.0,281.13098,-81.01533255986956,0.0,30.479218674144427,16:39
0.0,283.28113,-82.13834145038335,0.0,30.88654086625041,16:42
0.0,285.60248,-83.3391042337919,0.0,31.27883153551736,16:45
0.0,288.0366,-84.58273683492602,0.0,31.650365241698086,16:48
0.0,290.5191,-85.83564612520615,0.0,31.995296069741002,16:51
0.0,292.98663,-87.06630375146038,0.0,32.30814376314261,16:54
0.0,295.37817,-88.24474561589267,0.0,32.58412148199468,16:57
0.0,297.6359,-89.34275080190605,0.0,32.819320019121676,17:00
0.0,299.70517,-90.33376803950127,0.0,33.01078049397395,17:03
0.0,301.53537,-91.19339456683159,0.0,33.156488777570004,17:06
0.0,303.0797,-91.8991510146048,0.0,33.25531963683659,17:09
0.0,304.295,-92.43028585717784,0.0,33.30695179365373,17:12
0.0,305.14117,-92.76749480020337,0.0,33.311768895239624,17:15
0.0,305.58087,-92.89275956217381,0.0,33.270756451245305,17:18
0.0,305.579,-92.78907333525082,0.0,33.185401131881406,17:21
0.0,305.10242,-92.44029434179515,0.0,33.05759623476929,17:24
0.0,302.4114,-90.57954951068415,0.0,32.88955536558626,17:27
0.0,296.6578,-86.99082128369413,0.0,32.68373521482723,17:30
0.0,292.88165,-85.56336417737631,0.0,32.442767572205554,17:33
0.0,290.67444,-84.8246724201197,0.0,32.169400268646896,17:36
0.0,289.6279,-84.57103315023166,0.0,31.866446478235723,17:39
0.0,289.33398,-84.59878102700576,0.0,31.536741682174103,17:42
0.0,289.38458,-84.7040295643103,0.0,31.183107548030314,17:45
0.0,289.3714,-84.68264083729098,0.0,30.80832197933027,17:48
0.0,288.88593,-84.33030829484589,0.0,30.41509462225271,17:51
0.0,287.51926,-83.44258114011834,0.0,30.00604716428758,17:54
0.0,284.9179,-81.85584898933065,0.0,29.583697815482402,17:57
0.0,281.06268,-79.63855531199066,0.0,29.150449420853,18:00
0.5,276.4361,-77.14850898507953,0.0,28.708580176881217,18:03
0.5,271.63156,-74.7076823887621,0.0,28.26020442123323,18:06
0.5,267.24127,-72.61076027407026,0.0,27.807042885562396,18:09
0.0,263.8028,-71.11251777890672,0.0,27.34999582534605,18:12
0.0,261.53937,-70.25147340742033,0.0,26.888817728892356,18:15
0.0,260.2043,-69.79693921191446,0.0,26.422172249568895,18:18
0.0,259.44415,-69.54844034975201,0.0,25.948055397150412,18:21
0.0,258.90378,-69.32852203255216,0.0,25.46427188046335,18:24
0.0,258.25464,-68.97919751092016,0.0,24.968797203309457,18:27
0.0,257.32812,-68.45279199427497,0.0,24.460005892516136,18:30
0.0,256.19543,-67.83968076898876,0.0,23.936789589635225,18:33
0.0,254.98299,-67.21558841593048,0.0,23.39859589393513,18:36
0.0,253.81949,-66.64527786069591,0.0,22.845415018109247,18:39
0.0,252.81415,-66.17880255785012,0.0,22.277734888959444,18:42
0.0,251.94827,-65.77772294154724,0.0,21.69647925381016,18:45
0.0,251.01013,-65.29245848391561,0.0,21.102938519098355,18:48
0.0,249.74605,-64.58688858990364,0.0,20.498699514952243,18:51
0.0,247.90343,-63.535346050059765,0.0,19.88557793412866,18:54
0.0,245.25742,-62.032375372859235,0.0,19.265555566557623,18:57
0.0,241.74515,-60.08407712108691,0.0,18.640723403089815,19:00
0.0,237.54623,-57.83546684052724,0.0,18.01323102796653,19:03
0.0,232.89432,-55.41535503370699,0.0,17.385242324378417,19:06
0.0,228.02304,-52.939845898065755,0.0,16.758897288125908,19:09
0.0,223.15347,-50.51545185055079,0.0,16.13627961858199,19:12
0.0,218.43146,-48.19724926652164,0.0,15.519389693361985,19:15
0.0,213.89003,-45.97645442704585,0.0,14.910122507581026,19:18
0.0,209.53688,-43.851168588015256,0.0,14.310250154361235,19:21
0.0,205.37926,-41.82472411548898,0.0,13.721404268906223,19:24
0.0,201.42542,-39.901250566534124,0.0,13.144993606013415,19:27
0.0,197.69292,-38.09117622937484,0.0,12.582205276010285,19:30
0.0,194.21414,-36.41329268119431,0.0,12.034127713438185,19:33
0.0,191.02461,-34.88547801376019,0.0,11.501742920840863,19:36
0.0,188.1595,-33.52475645697242,0.0,10.9859090451637,19:39
0.0,185.6536,-32.348036056302675,0.0,10.48735209001017,19:42
0.0,183.54124,-31.37213040658938,0.0,10.00666366524422,19:45
0.0,181.85638,-30.61382371608169,0.0,9.544302802447374,19:48
0.0,180.63248,-30.08988370303566,0.0,9.100600550594626,19:51
0.0,179.9026,-29.817139320681207,0.0,8.675766487233963,19:54
0.0,177.91937,-28.598336298303135,0.0,8.269896542151297,19:57
0.0,173.20387,-25.762533392965544,0.0,7.8829816963772,20:00
0.5,169.80107,-24.313375531218682,0.0,7.514916909237634,20:03
0.5,167.48828,-23.35463014976576,0.0,7.165491153031997,20:06
0.5,166.042,-22.781563086572113,0.0,6.834267384535585,20:09
0.0,165.23666,-22.48642825180702,0.0,6.520360214823393,20:12
0.0,164.8435,-22.357736550232406,0.0,6.222290535428124,20:15
0.0,164.63033,-22.28055602855137,0.0,5.938064718166327,20:18
0.0,164.36249,-22.13786846910996,0.0,5.665449631971562,20:21
