selected_model,raw_action,dose,blood glucose,reward,meal,risk,time,phase_type,phase_progress,phase_intensity,shaped_bonus,bg_slope
highmodel,30.0,1.907354712486267,156.37979,-18.1082559359743,0.0,1.0723572586719867,00:03,0,0.0,0.0,0.0,0.0
highmodel,30.0,0.0,156.61855,-18.344537570390287,0.0,1.1174080876566437,00:06,0,0.0,0.0,0.0,0.2387542724609375
highmodel,30.0,0.0,156.76305,-18.40291752884971,0.0,1.1500682134704352,00:09,0,0.0,0.0,0.0,0.144500732421875
highmodel,30.0,0.0,156.68594,-18.331550928178057,0.0,1.1729587278731037,00:12,0,0.0,0.0,0.0,-0.0771026611328125
highmodel,30.0,0.0,156.24188,-18.05538482746138,0.0,1.1874261003414923,00:15,0,0.0,0.0,0.0,-0.444061279296875
highmodel,30.0,0.0,155.2735,-17.495126860405392,0.0,1.1939748060606836,00:18,0,0.0,0.0,0.0,-0.9683837890625
highmodel,30.0,0.0,153.6163,-16.570153265405715,0.0,1.1926405827665392,00:21,0,0.0,0.0,0.0,-1.657196044921875
highmodel,30.0,0.0,151.10222,-15.200953685418549,0.0,1.183268989099343,00:24,0,0.0,0.0,0.0,-2.5140838623046875
highmodel,30.0,0.0,147.61249,-6.3432653185165595,0.0,1.1657058472342998,00:27,0,0.0,0.0,0.0,-3.4897308349609375
highmodel,30.0,0.0,143.33278,-4.138116549974647,0.0,1.1399165536049372,00:30,0,0.0,0.0,0.0,-4.2797088623046875
highmodel,30.0,0.0,138.90605,12.496216612950391,0.0,1.1060515809045637,00:33,0,0.0,0.0,0.0,-4.426727294921875
highmodel,30.0,0.0,135.07803,14.383822113315176,0.0,1.0644729138023554,00:36,0,0.0,0.0,0.0,-3.8280181884765625
highmodel,30.0,0.0,132.59586,14.224498155628394,0.0,1.0157531346742545,00:39,0,0.0,0.0,0.0,-2.482177734375
highmodel,30.0,0.0,132.1045,14.042042304781198,0.0,0.9606561838791556,00:42,0,0.0,0.0,0.0,-0.4913482666015625
highmodel,30.0,0.0,133.62857,13.866982139665623,0.0,0.9001066292263065,00:45,0,0.0,0.0,0.0,1.5240631103515625
highmodel,30.0,0.0,136.26122,13.752575991478505,0.0,0.8351525581395076,00:48,0,0.0,0.0,0.0,2.6326446533203125
highmodel,30.0,0.0,138.88933,13.731851015544393,0.0,0.7669258706019487,00:51,0,0.0,0.0,0.0,2.62811279296875
highmodel,30.0,0.0,140.40044,-3.3634779993240347,0.0,0.6966027185593281,00:54,0,0.0,0.0,0.0,1.5111083984375
highmodel,30.0,0.03181104734539986,139.80696,14.064887552457243,0.0,0.6253660329663548,00:57,0,0.0,0.0,0.0,-0.593475341796875
highmodel,30.0,0.0,136.8681,14.306429811989432,0.0,0.5543711247694671,01:00,0,0.0,0.0,0.0,-2.9388580322265625
highmodel,30.0,0.0,132.46283,14.40995347588947,0.0,0.48471405534789674,01:03,0,0.0,0.0,0.0,-4.4052734375
highmodel,30.0,0.0,127.7189,14.368628122483024,0.0,0.4174055506602911,01:06,0,0.0,0.0,0.0,-4.743927001953125
