selected_model,raw_action,dose,blood glucose,reward,meal,risk,time
innermodel,30.0,0.0,129.92455,11.884551654277416,0.0,1.6806706705972108,00:03
innermodel,30.0,0.0,130.31793,13.969358011090495,0.0,1.617777318913352,00:06
highmodel,30.0,1.2579482793807983,130.64062,13.974458192215964,0.0,1.5695450567666815,00:09
highmodel,30.0,0.0,130.93889,13.976068413330935,0.0,1.532632901421339,00:12
highmodel,30.0,0.0,131.26192,13.973733659264635,0.0,1.5041916530466697,00:15
highmodel,30.0,0.0,131.66074,13.967075999729156,0.0,1.4816497174916297,00:18
highmodel,30.0,0.0,132.18765,13.955670636522939,0.0,1.4626684964836976,00:21
highmodel,30.0,0.0,132.8968,13.938866162778833,0.0,1.4451845893897923,00:24
highmodel,30.0,0.0,133.82637,13.917348976690011,0.0,1.4274498882585624,00:27
highmodel,30.0,0.0,134.90674,13.900429440215222,0.0,1.4080506157447097,00:30
highmodel,30.0,0.0,135.90529,13.904690229697483,0.0,1.3859061525345198,00:33
highmodel,30.0,0.0,136.55542,13.936289680164132,0.0,1.3602525214722447,00:36
highmodel,30.0,0.31318074464797974,136.59312,13.996264963325018,0.0,1.3306153799999088,00:39
highmodel,30.0,0.0,135.78676,14.078921876012364,0.0,1.2967712069733406,00:42
highmodel,30.0,0.0,134.08649,14.1597731454827,0.0,1.2586787178407288,00:45
highmodel,30.0,0.0,131.71371,14.207330106198896,0.0,1.216411531765523,00:48
highmodel,30.0,0.0,128.95064,14.217202736266865,0.0,1.1701396607735024,00:51
innermodel,30.0,0.0,126.08016,14.19621127562496,0.0,1.1201324894525178,00:54
innermodel,30.0,0.0,123.372826,14.155660243990745,0.0,1.0667589264601272,00:57
innermodel,30.0,0.0,121.02112,14.110503494918417,0.0,1.0104795811814342,01:00
innermodel,30.0,0.0,119.09993,14.072213441769364,0.0,0.9518319652374747,01:03
innermodel,30.0,0.0,117.658554,14.042994685715636,0.0,0.8914111737803293,01:06
innermodel,30.0,0.0,116.746864,14.022063437434849,0.0,0.8298484751009887,01:09
innermodel,30.0,0.0,116.400696,14.007311854466096,0.0,0.7677897585412202,01:12
innermodel,30.0,0.0,116.56932,13.996512241074374,0.0,0.7058752408250722,01:15
innermodel,30.0,0.0,117.07186,13.988774868504859,0.0,0.6447213459703085,01:18
innermodel,30.0,0.0,117.69857,13.984277111775498,0.0,0.5849052898735545,01:21
innermodel,30.0,0.0,118.23973,13.98490547911441,0.0,0.5269526139869504,01:24
innermodel,30.0,0.0,118.50283,13.992159172468517,0.0,0.4713277068770447,01:27
innermodel,30.0,0.0,118.39899,14.00313383133281,0.0,0.4184272098247191,01:30
innermodel,30.0,0.0,117.99471,14.011714048943828,0.0,0.368576107281544,01:33
innermodel,30.0,0.0,117.390915,14.01604332760769,0.0,0.3220262425649658,01:36
innermodel,30.0,0.0,116.68822,14.016448490090905,0.0,0.2789569643538578,01:39
innermodel,30.0,0.0,115.98497,14.014026252521102,0.0,0.239477593509186,01:42
innermodel,30.0,0.0,115.36724,14.010275989347097,0.0,0.20363139750256415,01:45
innermodel,30.0,0.0,114.90279,14.006447440555165,0.0,0.17140076761284384,01:48
innermodel,30.0,0.0,114.65506,14.00298478912799,0.0,0.14271330929242748,01:51
innermodel,30.0,0.0,114.68724,13.999630260838767,0.0,0.11744857659722505,01:54
innermodel,30.0,0.0,115.051155,13.995445551505199,0.0,0.09544520565576461,01:57
innermodel,30.0,0.0,115.732185,13.989654161770023,0.0,0.07650822849008454,02:00
innermodel,30.0,0.0,116.616104,13.983086706815802,0.0,0.060416376007570397,02:03
innermodel,30.0,0.0,117.56638,13.977518657911155,0.0,0.04692920676834683,02:06
innermodel,30.0,0.0,118.446266,13.975303788553973,0.0,0.03579392547041691,02:09
innermodel,30.0,0.0,119.11876,13.978661916979657,0.0,0.026751781397474243,02:12
innermodel,30.0,0.0,119.446655,13.988833973658888,0.0,0.01954396188169965,02:15
innermodel,30.0,0.0,119.29259,14.00530836228674,0.0,0.013916918796510448,02:18
innermodel,30.0,0.0,118.518974,14.02499072563391,0.0,0.00962708696519503,02:21
innermodel,30.0,0.0,116.988106,14.04110671109985,0.0,0.0064449719932582385,02:24
innermodel,30.0,0.0,114.87483,14.037827099522861,0.0,0.00415860132844623,02:27
innermodel,30.0,0.0,112.76546,14.014769465437208,0.0,0.002576346314670099,02:30
innermodel,30.0,0.0,110.78732,13.991831805271502,0.0,0.0015291346847933491,02:33
innermodel,30.0,0.0,109.00539,13.9734332997487,0.0,0.0008720824304853119,02:36
innermodel,30.0,0.0,107.48451,13.962235243744951,0.0,0.00048558143037352454,02:39
innermodel,30.0,0.0,106.28948,13.960176021395316,0.0,0.0002758847734515303,02:42
innermodel,30.0,0.0,105.485016,13.967998343745233,0.0,0.00017523556488918728,02:45
innermodel,30.0,0.0,105.13574,13.984777020469783,0.0,0.0001415873383575249,02:48
innermodel,30.0,0.0,105.306244,14.007532800167198,0.0,0.00015796521896636428,02:51
innermodel,30.0,0.0,106.06106,14.031035359879336,0.0,0.0002315168780128149,02:54
innermodel,30.0,0.0,107.45639,14.047647391867173,0.0,0.00039230128218597967,02:57
innermodel,30.0,0.0,109.498764,14.047829248141927,0.0,0.0006918614423488277,03:00
innermodel,30.0,0.0,112.1202,14.025237659755366,0.0,0.0012016249738753873,03:03
innermodel,30.0,0.0,115.236145,13.980627918768118,0.0,0.00201117344003883,03:06
innermodel,30.0,0.0,118.76201,13.918384083021117,0.0,0.0032264182941333583,03:09
innermodel,30.0,0.0,122.60162,13.845168699455026,0.0,0.0049677178805287055,03:12
innermodel,30.0,0.0,126.58928,13.77297655864226,0.0,0.007367966498767379,03:15
innermodel,30.0,0.0,130.45503,13.721378344393965,0.0,0.010570683061772541,03:18
highmodel,30.0,0.9080023765563965,133.90576,13.706839379879469,0.0,0.014728093094373049,03:21
highmodel,30.0,0.0,136.64824,13.739397259377151,0.0,0.01999708904751298,03:24
highmodel,30.0,0.0,138.4109,13.820373648263,0.0,0.026520942814882327,03:27
highmodel,30.0,0.0,139.05481,13.932107753656009,0.0,0.034397571980623085,03:30
highmodel,30.0,0.0,138.64058,14.043813609724033,0.0,0.04365869596422564,03:33
highmodel,30.0,0.0,137.27237,14.141160560956358,0.0,0.054264537781661126,03:36
highmodel,30.0,0.0,135.05391,14.216915707229703,0.0,0.06610924471146017,03:39
highmodel,30.0,0.0,132.10255,14.264429041372335,0.0,0.07903312010484578,03:42
highmodel,30.0,0.0,128.6169,14.274287403711792,0.0,0.09283833683081938,03:45
innermodel,30.0,0.0,124.91721,14.242294864791056,0.0,0.10730542758199574,03:48
innermodel,30.0,0.0,121.35162,14.181599379296173,0.0,0.12220862378393513,03:51
innermodel,30.0,0.0,118.26917,14.112279763665079,0.0,0.13732888209392025,03:54
innermodel,30.0,0.0,115.99259,14.054247422919328,0.0,0.15246407244627289,03:57
innermodel,30.0,0.0,114.68222,14.019535311024004,0.0,0.16743625963129205,04:00
innermodel,30.0,0.0,114.25428,14.004465430625455,0.0,0.18209630079590602,04:03
innermodel,30.0,0.0,114.57121,13.996784547472815,0.0,0.1963261378263066,04:06
innermodel,30.0,0.0,115.49602,13.987646640956921,0.0,0.210039224918271,04:09
innermodel,30.0,0.0,116.88309,13.973361062424209,0.0,0.2231795314795353,04:12
innermodel,30.0,0.0,118.53281,13.95606594551897,0.0,0.23571952455322923,04:15
innermodel,30.0,0.0,120.16432,13.943967020969296,0.0,0.24765748112334768,04:18
innermodel,30.0,0.0,121.478905,13.946093618609304,0.0,0.25901442059554924,04:21
innermodel,30.0,0.0,122.17798,13.968245521690571,0.0,0.2698308884836225,04:24
innermodel,30.0,0.0,121.99508,14.00851198941865,0.0,0.28016376779223523,04:27
innermodel,30.0,0.0,120.85567,14.049755064452157,0.0,0.290083246664529,04:30
innermodel,30.0,0.0,118.97301,14.069519415971055,0.0,0.29967003020089295,04:33
innermodel,30.0,0.0,116.62435,14.063536007457685,0.0,0.30901285085736546,04:36
innermodel,30.0,0.0,114.0869,14.037999002698449,0.0,0.31820630499722274,04:39
innermodel,30.0,0.0,111.63785,14.00452773118548,0.0,0.3273490222941941,04:42
innermodel,30.0,0.0,109.55431,13.977415077203393,0.0,0.33654215899349715,04:45
innermodel,30.0,0.0,108.11336,13.969395963799494,0.0,0.34588819474905547,04:48
innermodel,30.0,0.0,107.59195,13.985796731533945,0.0,0.35549000513485496,04:51
innermodel,30.0,0.0,108.26698,14.01806726347909,0.0,0.36545017730097656,04:54
innermodel,30.0,0.0,109.61393,14.027737551926528,0.0,0.3758705340091237,04:57
innermodel,30.0,0.0,110.46813,14.011996284040618,0.0,0.38685183091239783,05:00
innermodel,30.0,0.0,111.33104,14.007828402832068,0.0,0.39849359298701675,05:03
innermodel,30.0,0.0,112.186195,14.00359951745906,0.0,0.4108940580955657,05:06
innermodel,30.0,0.0,113.01706,13.999619825995614,0.0,0.42415019844250107,05:09
innermodel,30.0,0.0,113.80695,13.996170771675871,0.0,0.4383577939086939,05:12
innermodel,30.0,0.0,114.53912,13.993493021139294,0.0,0.4536115347106507,05:15
innermodel,30.0,0.0,115.19671,13.991775783919248,0.0,0.47000513435273394,05:18
innermodel,30.0,0.0,115.76275,13.991146973432809,0.0,0.48763143729662567,05:21
innermodel,30.0,0.0,116.22019,13.991663615262311,0.0,0.5065825090645115,05:24
innermodel,30.0,0.0,116.559616,13.993139661939715,0.0,0.5269496995499132,05:27
innermodel,30.0,0.0,116.81775,13.994401225581354,0.0,0.5488236730870578,05:30
innermodel,30.0,0.0,117.10064,13.993488785438718,0.0,0.5722944012970622,05:33
innermodel,30.0,0.0,117.529655,13.989381911003594,0.0,0.5974511168753266,05:36
innermodel,30.0,0.0,118.22612,13.980877734117513,0.0,0.6243822283079155,05:39
innermodel,30.0,0.0,119.28901,13.966401937700438,0.0,0.6531751970153649,05:42
innermodel,30.0,0.0,120.68377,13.948030332371845,0.0,0.6839163796352317,05:45
innermodel,30.0,0.0,122.175545,13.934836446958329,0.0,0.7166908390915793,05:48
innermodel,30.0,0.0,123.48494,13.934923807611348,0.0,0.751582128784652,05:51
innermodel,30.0,0.0,124.33249,13.954066474784451,0.0,0.7886720546930057,05:54
innermodel,30.0,0.0,124.4715,13.992186178967513,0.0,0.828040420442099,05:57
innermodel,30.0,0.0,123.85199,7.034217462454388,0.0,0.8697647604827354,06:00
innermodel,30.0,0.0,122.71917,7.058467622179889,0.0,0.9139200664686875,06:03
innermodel,30.0,0.0,121.38378,7.061935641239679,0.0,0.9605785117482548,06:06
innermodel,30.0,0.0,120.15655,7.050045778959467,0.0,1.0098091786146728,06:09
innermodel,30.0,0.0,119.32656,7.030007220390266,0.0,1.0616777926156469,06:12
innermodel,30.0,0.0,119.05345,7.009183192297971,0.0,1.1162464678223822,06:15
innermodel,30.0,0.0,119.30265,6.991634459883591,0.0,1.1735734665221291,06:18
innermodel,30.0,0.0,119.9964,6.975208941395409,0.0,1.233712976337984,06:21
innermodel,30.0,0.0,121.05693,6.957901504614615,0.0,1.2967149073115514,06:24
innermodel,30.0,0.0,122.40573,6.939307831376741,0.0,1.3626247110168086,06:27
innermodel,30.0,0.0,123.96005,6.92045222314246,0.0,1.431483223318236,06:30
innermodel,30.0,0.0,125.63075,6.90344724481144,0.0,1.5033265319482558,06:33
innermodel,30.0,0.0,127.32726,6.890702540973093,0.0,1.5781858696670907,06:36
innermodel,30.0,0.0,128.95901,6.884601566663527,0.0,1.6560875333836012,06:39
innermodel,30.0,0.0,130.44276,6.886655630194667,0.0,1.7370528292641967,06:42
