selected_model,raw_action,dose,blood glucose,reward,meal,risk,time
highmodel,30.0,1.3619006872177124,134.2156,12.01042246982,0.0,1.3994800916346815,00:03
highmodel,30.0,0.0,133.6016,14.055688263388204,0.0,1.3037413750388327,00:06
highmodel,30.0,0.0,133.46059,14.012615152921608,0.0,1.2344648625662966,00:09
highmodel,30.0,0.0,133.70972,13.97766728887019,0.0,1.18411241451753,00:12
highmodel,30.0,0.0,134.27516,13.94856436579611,0.0,1.1467592581967345,00:15
highmodel,30.0,0.0,135.09201,13.923889294079057,0.0,1.1177604195508533,00:18
highmodel,30.0,0.0,136.10385,13.902817547992885,0.0,1.0935035676152056,00:21
highmodel,30.0,0.0,137.26205,13.884907043225843,0.0,1.071220558544133,00:24
highmodel,30.0,0.0,138.513,13.871190406954405,0.0,1.048840931452605,00:27
highmodel,30.0,0.0,139.73767,13.869494680071611,0.0,1.0248747515381957,00:30
highmodel,30.0,0.3017786145210266,140.71498,-3.4646795536872217,0.0,0.9983156552738619,00:33
highmodel,30.0,0.0,141.20425,-3.6567821088189643,0.0,0.9685535731812601,00:36
highmodel,30.0,0.0,140.96799,-3.4575188951067526,0.0,0.9352759491027335,00:39
highmodel,30.0,0.0,139.80911,14.127625103471642,0.0,0.8983796955072071,00:42
highmodel,30.0,0.0,137.76118,14.216216601672297,0.0,0.8579308629154171,00:45
highmodel,30.0,0.0,135.20279,14.252633104578996,0.0,0.8141469936679031,00:48
highmodel,30.0,0.0,132.59013,14.236798714894782,0.0,0.7673804956324668,00:51
highmodel,30.0,0.0,130.38055,14.182555399252735,0.0,0.7180979214669903,00:54
highmodel,30.0,0.0,128.98483,14.106529915958554,0.0,0.6668554808638792,00:57
innermodel,30.0,0.0,128.52898,14.033272983247727,0.0,0.6142725217837353,01:00
innermodel,30.0,0.0,128.71114,13.986794987230994,0.0,0.5610048120425728,01:03
innermodel,30.0,0.0,129.13483,13.968818804166133,0.0,0.5077191185616752,01:06
innermodel,30.0,0.0,129.4039,13.97985986804543,0.0,0.45507015437579246,01:09
innermodel,30.0,0.0,129.16225,14.01809940514365,0.0,0.40368057037383603,01:12
innermodel,30.0,0.0,128.2927,14.063372580706176,0.0,0.3541243489805545,01:15
innermodel,30.0,0.0,127.03628,14.086617236676586,0.0,0.3069137135597013,01:18
innermodel,30.0,0.0,125.71359,14.08468778356745,0.0,0.2624894901286265,01:21
innermodel,30.0,0.0,124.64505,14.06340230662072,0.0,0.22121473393206365,01:24
innermodel,30.0,0.0,124.12205,14.029360083457167,0.0,0.18337135043059127,01:27
innermodel,30.0,0.0,124.26288,13.992203228811267,0.0,0.1491593884112916,01:30
innermodel,30.0,0.0,124.92629,13.96219070728525,0.0,0.11869865455095456,01:33
innermodel,30.0,0.0,125.91311,13.940504413086941,0.0,0.09203228805088895,01:36
innermodel,30.0,0.0,127.02382,13.928480812185148,0.0,0.06913193653761296,01:39
innermodel,30.0,0.0,128.06793,13.928482228700293,0.0,0.04990418694889636,01:42
innermodel,30.0,0.0,128.91055,13.939326313940228,0.0,0.03419792500353272,01:45
innermodel,30.0,0.0,129.5004,13.95598736237196,0.0,0.02181232202044378,01:48
innermodel,30.0,0.0,129.8045,13.976819468441356,0.0,0.012505176627304606,01:51
innermodel,30.0,0.0,129.78961,14.001141981754593,0.0,0.006001369889975526,01:54
innermodel,30.0,0.0,129.42528,14.027713080741865,0.0,0.002001224440959592,01:57
innermodel,30.0,0.0,128.69911,14.053807502924666,0.0,0.00018859031988787051,02:00
innermodel,30.0,0.0,127.62607,14.07597009689822,0.0,0.00023851166098805838,02:03
innermodel,30.0,0.0,126.226974,14.092544935457317,0.0,0.0018243584230218466,02:06
innermodel,30.0,0.0,124.522446,14.102449920285407,0.0,0.00462433554590745,02:09
innermodel,30.0,0.0,122.532906,14.104666431666915,0.0,0.008327307852607007,02:12
innermodel,30.0,0.0,120.2786,14.098207359061886,0.0,0.012637902428455597,02:15
innermodel,30.0,0.0,117.779594,14.082091515184615,0.0,0.017280870941579818,02:18
innermodel,30.0,0.0,115.055824,14.055322864722157,0.0,0.022004712348774054,02:21
innermodel,30.0,0.0,112.127075,14.016873533188186,0.0,0.0265845716726211,02:24
innermodel,30.0,0.0,110.147125,13.984682203444752,0.0,0.030824443116430178,02:27
innermodel,30.0,0.0,110.32741,14.002324431718332,0.0,0.03455871583667469,02:30
innermodel,30.0,0.0,110.51236,14.002188230801355,0.0,0.03765310839288014,02:33
innermodel,30.0,0.0,110.654205,14.001544126346921,0.0,0.04000504344742886,02:36
innermodel,30.0,0.0,110.7051,14.000525792815976,0.0,0.041543517916771446,02:39
innermodel,30.0,0.0,110.61715,13.999082016207927,0.0,0.04222852571567772,02:42
innermodel,30.0,0.0,110.34238,13.996844295721823,0.0,0.04205009072326304,02:45
innermodel,30.0,0.0,109.83278,13.992983675184547,0.0,0.04102696686473326,02:48
innermodel,30.0,0.0,109.0403,13.986042514155466,0.0,0.03920506046629242,02:51
innermodel,30.0,0.0,107.916855,13.973719773350776,0.0,0.03665562750842074,02:54
innermodel,30.0,0.0,106.43309,13.953259181038803,0.0,0.03347329526258337,02:57
innermodel,30.0,0.0,104.672325,13.9260482515493,0.0,0.02977395421720933,03:00
innermodel,30.0,0.0,102.886856,13.903560060217742,0.0,0.025692562328863394,03:03
innermodel,30.0,0.0,101.36652,13.900039323640929,0.0,0.02138089960192051,03:06
innermodel,30.0,0.0,100.401146,13.92766340953847,0.0,0.017005306912911675,03:09
innermodel,30.0,0.0,100.24687,13.98778596673375,0.0,0.012744438943539039,03:12
innermodel,30.0,0.0,100.95777,14.054778188645946,0.0,0.008787057141230705,03:15
innermodel,30.0,0.0,102.28483,14.092156353330484,0.0,0.00532988484412261,03:18
innermodel,30.0,0.0,103.91166,14.095632604946685,0.0,0.002575543130963232,03:21
