selected_model,raw_action,dose,blood glucose,reward,meal,risk,time,phase_type,phase_progress,phase_intensity,shaped_bonus,bg_slope
highmodel,30.0,1.654381513595581,146.69397,-6.86035678825206,0.0,1.3096845855267012,00:03,0,0.0,0.0,0.0,0.0
highmodel,30.0,0.0,148.17885,-7.2798343626829425,0.0,1.2361809440269855,00:06,0,0.0,0.0,0.0,1.4848785400390625
highmodel,30.0,0.0,149.39769,-7.85898878038704,0.0,1.2040683384722204,00:09,0,0.0,0.0,0.0,1.218841552734375
highmodel,30.0,0.0,150.2338,-15.228709295921265,0.0,1.192467321498413,00:12,0,0.0,0.0,0.0,0.8361053466796875
highmodel,30.0,0.0,150.67372,-15.396319460885781,0.0,1.1896202183547833,00:15,0,0.0,0.0,0.0,0.4399261474609375
highmodel,30.0,0.0,150.76369,-15.394055138256203,0.0,1.188652381321976,00:18,0,0.0,0.0,0.0,0.0899658203125
highmodel,30.0,0.0,150.58476,-15.268111279498896,0.0,1.1854559898890122,00:21,0,0.0,0.0,0.0,-0.178924560546875
highmodel,30.0,0.0,150.23875,-15.072644012637756,0.0,1.17757607204704,00:24,0,0.0,0.0,0.0,-0.34600830078125
highmodel,30.0,0.0,149.8249,-7.856907972852553,0.0,1.163599311838553,00:27,0,0.0,0.0,0.0,-0.413848876953125
highmodel,30.0,0.0,149.35947,-7.617724812370888,0.0,1.1428062330355069,00:30,0,0.0,0.0,0.0,-0.4654388427734375
highmodel,30.0,0.2864028811454773,148.72748,-7.280330765809321,0.0,1.1149647749205713,00:33,0,0.0,0.0,0.0,-0.631988525390625
highmodel,30.0,0.0,147.78719,-6.771200363409369,0.0,1.0801961220500207,00:36,0,0.0,0.0,0.0,-0.9402923583984375
highmodel,30.0,0.0,146.3991,-6.022681393593929,0.0,1.0388605822863304,00:39,0,0.0,0.0,0.0,-1.388092041015625
highmodel,30.0,0.0,144.44803,-4.98335238468238,0.0,0.9914694046215434,00:42,0,0.0,0.0,0.0,-1.9510650634765625
highmodel,30.0,0.0,141.95749,-3.6856208304605325,0.0,0.9386505068928662,00:45,0,0.0,0.0,0.0,-2.49053955078125
highmodel,30.0,0.0,139.15854,12.309510540017069,0.0,0.8811380124043312,00:48,0,0.0,0.0,0.0,-2.7989501953125
highmodel,30.0,0.0,136.32896,14.290107731332728,0.0,0.8197614996406821,00:51,0,0.0,0.0,0.0,-2.8295745849609375
highmodel,30.0,0.0,133.74725,14.24339704326334,0.0,0.7554290601195446,00:54,0,0.0,0.0,0.0,-2.5817108154296875
highmodel,30.0,0.0,131.66225,14.180843776321538,0.0,0.6891045606992972,00:57,0,0.0,0.0,0.0,-2.0850067138671875
highmodel,30.0,0.0,130.14148,14.122600813558032,0.0,0.621781281958877,01:00,0,0.0,0.0,0.0,-1.5207672119140625
highmodel,30.0,0.0,128.98013,14.088138002289961,0.0,0.5544542973400522,01:03,0,0.0,0.0,0.0,-1.161346435546875
innermodel,30.0,0.0,127.91304,14.076667219539027,0.0,0.48809359128752644,01:06,0,0.0,0.0,0.0,-1.0670928955078125
innermodel,30.0,0.0,126.675255,14.083606191223978,0.0,0.42361940211329063,01:09,0,0.0,0.0,0.0,-1.2377853393554688
innermodel,30.0,0.0,125.02875,14.10206205949124,0.0,0.3618807835334689,01:12,0,0.0,0.0,0.0,-1.6465072631835938
innermodel,30.0,0.0,122.89662,14.115989880867662,0.0,0.3036379654756477,01:15,0,0.0,0.0,0.0,-2.1321258544921875
innermodel,30.0,0.0,120.44367,14.109677610465278,0.0,0.24954877019858474,01:18,0,0.0,0.0,0.0,-2.4529495239257812
innermodel,30.0,0.0,117.8882,14.085563640863018,0.0,0.20015909584661234,01:21,0,0.0,0.0,0.0,-2.5554733276367188
innermodel,30.0,0.0,115.4482,14.052600097457931,0.0,0.15589730267138935,01:24,0,0.0,0.0,0.0,-2.44000244140625
innermodel,30.0,0.0,113.325005,14.021197997546524,0.0,0.11707221370453386,01:27,0,0.0,0.0,0.0,-2.1231918334960938
innermodel,30.0,0.0,111.62144,13.999557340557029,0.0,0.08387436000102802,01:30,0,0.0,0.0,0.0,-1.7035675048828125
innermodel,30.0,0.0,110.29269,13.988373729527144,0.0,0.056380051324918204,01:33,0,0.0,0.0,0.0,-1.3287506103515625
innermodel,30.0,0.0,109.26083,13.983903791681087,0.0,0.03455782897863232,01:36,0,0.0,0.0,0.0,-1.0318527221679688
innermodel,30.0,0.0,108.44757,13.98283514344568,0.0,0.01827685266935236,01:39,0,0.0,0.0,0.0,-0.813262939453125
innermodel,30.0,0.0,107.77264,13.982689097551237,0.0,0.007316783365198505,01:42,0,0.0,0.0,0.0,-0.6749343872070312
innermodel,30.0,0.0,107.14634,13.98140167802124,0.0,0.001378745425459031,01:45,0,0.0,0.0,0.0,-0.6262969970703125
innermodel,30.0,0.0,106.465034,13.976946634942884,0.0,9.698095991262173e-05,01:48,0,0.0,0.0,0.0,-0.681304931640625
innermodel,30.0,0.0,105.62165,13.96731056572515,0.0,0.0030508449466986145,01:51,0,0.0,0.0,0.0,-0.8433837890625
innermodel,30.0,0.0,104.5088,13.949665475183046,0.0,0.00977682906798484,01:54,0,0.0,0.0,0.0,-1.11285400390625
innermodel,30.0,0.0,103.0349,13.92032168678225,0.0,0.019780343774940846,01:57,0,0.0,0.0,0.0,-1.4738998413085938
innermodel,30.0,0.0,101.20496,13.879577789697922,0.0,0.032547030306516754,02:00,0,0.0,0.0,0.0,-1.8299331665039062
innermodel,30.0,0.0,99.16911,-10.578835874851395,0.0,0.047553416039276916,02:03,0,0.0,0.0,0.0,-2.0358505249023438
innermodel,30.0,0.0,97.10948,-11.643913271204905,0.0,0.06427676663827349,02:06,0,0.0,0.0,0.0,-2.05963134765625
innermodel,30.0,0.0,95.20798,-12.610963737119704,0.0,0.08220402621671127,02:09,0,0.0,0.0,0.0,-1.9015045166015625
innermodel,30.0,0.0,93.64628,-13.377306511487129,0.0,0.1008397714904573,02:12,0,0.0,0.0,0.0,-1.5616989135742188
innermodel,30.0,0.0,92.60587,-13.843109923632586,0.0,0.1197131373031115,02:15,0,0.0,0.0,0.0,-1.0404052734375
innermodel,30.0,0.0,92.268074,-13.915596540101493,0.0,0.13838369862890296,02:18,0,0.0,0.0,0.0,-0.337799072265625
innermodel,30.0,0.0,92.814026,-13.513313808434598,0.0,0.15644631810582285,02:21,0,0.0,0.0,0.0,0.5459518432617188
innermodel,30.0,0.0,94.42475,-12.56893269772391,0.0,0.17353498830594666,02:24,0,0.0,0.0,0.0,1.6107254028320312
innermodel,30.0,0.0,98.50078,-10.29893353991034,0.0,0.18932571441243512,02:27,0,0.0,0.0,0.0,4.076026916503906
innermodel,30.0,0.0,104.88781,14.44225905052849,0.0,0.20353849592660544,02:30,0,0.0,0.0,0.0,6.387031555175781
innermodel,30.0,0.0,108.31625,14.120762212379677,0.0,0.2159384757219432,02:33,0,0.0,0.0,0.0,3.4284439086914062
innermodel,30.0,0.0,109.262054,14.020335807013076,0.0,0.2263363314897937,02:36,0,0.0,0.0,0.0,0.94580078125
innermodel,30.0,0.0,108.20109,13.97681605525797,0.0,0.23458798870868716,02:39,0,0.0,0.0,0.0,-1.0609664916992188
innermodel,30.0,0.0,105.60917,13.91382583418626,0.0,0.2405937360560948,02:42,0,0.0,0.0,0.0,-2.5919189453125
innermodel,30.0,0.0,101.962074,13.802863724815403,0.0,0.24429682401005492,02:45,0,0.0,0.0,0.0,-3.6470947265625
innermodel,30.0,0.0,97.73552,-11.483017115102784,0.0,0.24568162559269494,02:48,0,0.0,0.0,0.0,-4.226554870605469
innermodel,30.0,0.0,93.405205,-13.80978002279816,0.0,0.24477143510558544,02:51,0,0.0,0.0,0.0,-4.330314636230469
innermodel,30.0,0.0,89.44677,-15.898148940858395,0.0,0.24162597659197266,02:54,0,0.0,0.0,0.0,-3.95843505859375
innermodel,30.0,0.0,86.29276,-17.466376589764987,0.0,0.23633868889990597,02:57,0,0.0,0.0,0.0,-3.1540069580078125
innermodel,30.0,0.0,84.11705,-18.43106755208899,0.0,0.22903384885006156,03:00,0,0.0,0.0,0.0,-2.1757125854492188
innermodel,30.0,0.0,82.705505,-18.996260040791185,0.0,0.21986358833751304,03:03,0,0.0,0.0,0.0,-1.4115447998046875
innermodel,30.0,0.0,81.75778,-19.369990275965655,0.0,0.20900485539275887,03:06,0,0.0,0.0,0.0,-0.947723388671875
innermodel,30.0,0.0,80.97354,-19.72833011427608,0.0,0.1966563634380777,03:09,0,0.0,0.0,0.0,-0.78424072265625
innermodel,30.0,0.0,80.09175,-20.20616816753153,0.0,0.1830355673179521,03:12,0,0.0,0.0,0.0,-0.8817901611328125
innermodel,30.0,0.0,79.087364,-20.756942401878035,0.0,0.16837569924704673,03:15,0,0.0,0.0,0.0,-1.0043869018554688
innermodel,30.0,0.0,78.28927,-21.104839439375926,0.0,0.15292289267549164,03:18,0,0.0,0.0,0.0,-0.798095703125
innermodel,30.0,0.0,78.10503,-21.006441592229713,0.0,0.13693341726572741,03:21,0,0.0,0.0,0.0,-0.18424224853515625
innermodel,30.0,0.0,78.9422,-20.26513957504759,0.0,0.12067104374037033,03:24,0,0.0,0.0,0.0,0.8371734619140625
innermodel,30.0,0.0,81.15848,-18.77194189525926,0.0,0.10440455331238872,03:27,0,0.0,0.0,0.0,2.216278076171875
innermodel,30.0,0.0,84.81221,-16.6697207996585,0.0,0.08840540275264158,03:30,0,0.0,0.0,0.0,3.6537322998046875
innermodel,30.0,0.0,89.51278,-14.292256925836703,0.0,0.07294555288109628,03:33,0,0.0,0.0,0.0,4.700569152832031
innermodel,30.0,0.0,94.7698,-11.825867015933357,0.0,0.058295465375482115,03:36,0,0.0,0.0,0.0,5.25701904296875
innermodel,30.0,0.0,100.09288,14.545707687180943,0.0,0.04472227025742317,03:39,0,0.0,0.0,0.0,5.323081970214844
innermodel,30.0,0.0,105.0107,14.30913500545007,0.0,0.032488104220744975,03:42,0,0.0,0.0,0.0,4.917816162109375
innermodel,30.0,0.0,109.16606,14.133627734948444,0.0,0.02184861808644839,03:45,0,0.0,0.0,0.0,4.155364990234375
innermodel,30.0,0.0,112.37307,14.031679748880332,0.0,0.013051650078949574,03:48,0,0.0,0.0,0.0,3.2070083618164062
innermodel,30.0,0.0,114.483864,13.989628153867894,0.0,0.006336060293799726,03:51,0,0.0,0.0,0.0,2.1107940673828125
innermodel,30.0,0.0,115.3506,13.988940997677066,0.0,0.0019307206429391552,03:54,0,0.0,0.0,0.0,0.8667373657226562
innermodel,30.0,0.0,114.86794,14.006636387922953,0.0,5.365369559182108e-05,03:57,0,0.0,0.0,0.0,-0.48265838623046875
innermodel,30.0,0.0,113.185486,14.01363428168055,0.0,0.0009113131576930164,04:00,0,0.0,0.0,0.0,-1.6824569702148438
innermodel,30.0,0.0,110.83524,13.99333945980222,0.0,0.00469799822847153,04:03,0,0.0,0.0,0.0,-2.3502426147460938
innermodel,30.0,0.0,108.4342,13.960455428316154,0.0,0.0115953937188405,04:06,0,0.0,0.0,0.0,-2.4010467529296875
innermodel,30.0,0.0,106.599365,13.946133685562163,0.0,0.021772227593682327,04:09,0,0.0,0.0,0.0,-1.8348312377929688
innermodel,30.0,0.0,105.89391,13.973590719345612,0.0,0.035384037491530865,04:12,0,0.0,0.0,0.0,-0.7054519653320312
innermodel,30.0,0.0,106.557945,14.02494764320419,0.0,0.05257303776452802,04:15,0,0.0,0.0,0.0,0.664031982421875
innermodel,30.0,0.0,108.34696,14.053241064764237,0.0,0.07346807865474114,04:18,0,0.0,0.0,0.0,1.7890167236328125
innermodel,30.0,0.0,110.908775,14.04230984348359,0.0,0.09818468936655501,04:21,0,0.0,0.0,0.0,2.5618133544921875
innermodel,30.0,0.0,113.89121,14.002083279146923,0.0,0.126825196997802,04:24,0,0.0,0.0,0.0,2.9824371337890625
innermodel,30.0,0.0,116.96069,13.952984297372574,0.0,0.15947891354352406,04:27,0,0.0,0.0,0.0,3.0694808959960938
innermodel,30.0,0.0,119.895004,13.911895257782808,0.0,0.19622238347689516,04:30,0,0.0,0.0,0.0,2.9343109130859375
innermodel,30.0,0.0,122.63908,13.88215449430329,0.0,0.23711968473369024,04:33,0,0.0,0.0,0.0,2.7440719604492188
innermodel,30.0,0.0,125.174965,13.862644812790446,0.0,0.282222776271937,04:36,0,0.0,0.0,0.0,2.535888671875
innermodel,30.0,0.0,127.48473,13.8525480859795,0.0,0.33157188574132473,04:39,0,0.0,0.0,0.0,2.3097686767578125
innermodel,30.0,0.0,129.55046,13.851067282793593,0.0,0.38519593117130047,04:42,0,0.0,0.0,0.0,2.0657272338867188
innermodel,30.0,0.0,131.35425,13.857417333421775,0.0,0.44311297096833113,04:45,0,0.0,0.0,0.0,1.8037872314453125
highmodel,30.0,1.2838561534881592,132.87817,13.870813724222504,0.0,0.5053304195999698,04:48,0,0.0,0.0,0.0,1.52392578125
highmodel,30.0,0.0,134.1042,13.890472741125024,0.0,0.5718286834277102,04:51,0,0.0,0.0,0.0,1.2260284423828125
highmodel,30.0,0.0,135.01315,13.915670093706558,0.0,0.642451382179826,04:54,0,0.0,0.0,0.0,0.9089508056640625
highmodel,30.0,0.0,134.42899,14.054499163242028,0.0,0.7167554202726901,04:57,0,0.0,0.0,0.0,-0.58416748046875
highmodel,30.0,0.0,131.61813,14.24673707775191,0.0,0.7939859190307068,05:00,0,0.0,0.0,0.0,-2.81085205078125
highmodel,30.0,0.0,129.73598,14.150255763355418,0.0,0.8731421599897194,05:03,0,0.0,0.0,0.0,-1.8821563720703125
innermodel,30.0,0.0,128.70412,14.077045784431386,0.0,0.9530693061690438,05:06,0,0.0,0.0,0.0,-1.0318603515625
innermodel,30.0,0.0,128.44447,14.018778107385394,0.0,1.0325487579459396,05:09,0,0.0,0.0,0.0,-0.2596435546875
innermodel,30.0,0.0,128.87985,13.968372445057097,0.0,1.1103761052427559,05:12,0,0.0,0.0,0.0,0.4353790283203125
innermodel,30.0,0.0,129.93448,13.920542527685146,0.0,1.1854226197920934,05:15,0,0.0,0.0,0.0,1.05462646484375
innermodel,30.0,0.0,131.53407,13.871977466228396,0.0,1.2566798017327907,05:18,0,0.0,0.0,0.0,1.5995941162109375
highmodel,30.0,0.181025892496109,133.60594,13.821225094318784,0.0,1.3232883062508112,05:21,0,0.0,0.0,0.0,2.071868896484375
highmodel,30.0,0.0,136.07887,13.76838090693749,0.0,1.3845500903054322,05:24,0,0.0,0.0,0.0,2.472930908203125
highmodel,30.0,0.0,138.86519,13.716571375126263,0.0,1.4399117465271947,05:27,0,0.0,0.0,0.0,2.78631591796875
highmodel,30.0,0.0,141.77168,-4.205306493587374,0.0,1.4889367723373783,05:30,0,0.0,0.0,0.0,2.906494140625
highmodel,30.0,0.0,144.44635,-5.537307415820692,0.0,1.5313008930648322,05:33,0,0.0,0.0,0.0,2.6746673583984375
highmodel,30.0,0.0,146.50235,-6.505037557514445,0.0,1.5667989174513062,05:36,0,0.0,0.0,0.0,2.055999755859375
highmodel,30.0,0.0,147.5536,-6.910586640989638,0.0,1.5953492004720244,05:39,0,0.0,0.0,0.0,1.0512542724609375
highmodel,30.0,0.0,147.26863,-6.597788768665315,0.0,1.6169921368004117,05:42,0,0.0,0.0,0.0,-0.28497314453125
highmodel,30.0,0.0,145.64032,-5.615189479058758,0.0,1.6318828902387916,05:45,0,0.0,0.0,0.0,-1.6283111572265625
highmodel,30.0,0.0,143.14758,-4.272771197945561,0.0,1.6402797170183065,05:48,0,0.0,0.0,0.0,-2.49273681640625
highmodel,30.0,0.4734479784965515,140.3778,-2.8734998982434954,0.0,1.6425292866989072,05:51,0,0.0,0.0,0.0,-2.769775390625
highmodel,30.0,0.0,137.91867,14.26218465975009,0.0,1.6390410180077664,05:54,0,0.0,0.0,0.0,-2.459136962890625
highmodel,30.0,0.0,136.30327,14.162604206433636,0.0,1.6302136071510391,05:57,0,0.0,0.0,0.0,-1.6154022216796875
highmodel,30.0,0.0,135.73653,7.055173488205267,0.0,1.6163610411565927,06:00,0,0.0,0.0,0.0,-0.566741943359375
highmodel,30.0,0.0,135.93135,6.981144637596517,0.0,1.597720684957447,06:03,0,0.0,0.0,0.0,0.19482421875
highmodel,30.0,0.0,136.49097,6.945192793987071,0.0,1.5744992371610425,06:06,0,0.0,0.0,0.0,0.5596160888671875
highmodel,30.0,0.0,137.0184,6.94747140577401,0.0,1.546914349678542,06:09,0,0.0,0.0,0.0,0.527435302734375
highmodel,30.0,0.0,137.15631,6.986125862432344,0.0,1.5152216259848466,06:12,0,0.0,0.0,0.0,0.137908935546875
highmodel,30.0,0.0,136.78445,7.037276585387677,0.0,1.4797274221128667,06:15,0,0.0,0.0,0.0,-0.371856689453125
highmodel,30.0,0.0,136.13808,7.063799002878304,0.0,1.4407907214425595,06:18,0,0.0,0.0,0.0,-0.6463775634765625
highmodel,30.0,0.0,135.53178,7.058678336372098,0.0,1.398817637280187,06:21,0,0.0,0.0,0.0,-0.606292724609375
highmodel,30.0,0.0,135.28056,7.02397926725426,0.0,1.3542515438395792,06:24,0,0.0,0.0,0.0,-0.251220703125
highmodel,30.0,0.0,135.6625,6.963465319974097,0.0,1.307561100726803,06:27,0,0.0,0.0,0.0,0.3819427490234375
highmodel,30.0,0.0,136.73251,6.895251717763157,0.0,1.2592277620487944,06:30,0,0.0,0.0,0.0,1.07000732421875
highmodel,30.0,0.0,138.21053,6.84963169980956,0.0,1.209733820892973,06:33,0,0.0,0.0,0.0,1.4780120849609375
highmodel,30.0,0.0,139.74211,6.83744725924125,0.0,1.1595516357648221,06:36,0,0.0,0.0,0.0,1.531585693359375
highmodel,30.0,0.0,140.97284,-10.621851165724182,0.0,1.1091343961551283,06:39,0,0.0,0.0,0.0,1.2307281494140625
highmodel,30.0,0.0,141.58421,-10.860933752271906,0.0,1.0589085836168344,06:42,0,0.0,0.0,0.0,0.6113739013671875
highmodel,30.0,0.0,141.47293,-10.723862708969728,0.0,1.0092681491993367,06:45,0,0.0,0.0,0.0,-0.1112823486328125
highmodel,30.0,0.4184870719909668,140.85867,-10.360371035959263,0.0,0.9605702342433771,06:48,0,0.0,0.0,0.0,-0.6142578125
highmodel,30.0,0.0,140.03262,-9.925208727782776,0.0,0.913126239877532,06:51,0,0.0,0.0,0.0,-0.8260498046875
highmodel,30.0,0.0,139.28552,7.080750398243127,0.0,0.8671648910428245,06:54,0,0.0,0.0,0.0,-0.747100830078125
highmodel,30.0,0.0,138.88171,7.042984586103019,0.0,0.8228001017932436,06:57,0,0.0,0.0,0.0,-0.40380859375
highmodel,30.0,0.0,138.93231,6.994640017977216,0.0,0.7800526146603202,07:00,0,0.0,0.0,0.0,0.05059814453125
highmodel,30.0,0.0,139.31943,6.958744513885984,0.0,0.7388912934791608,07:03,0,0.0,0.0,0.0,0.387115478515625
highmodel,30.0,0.0,139.87415,6.94014170738314,0.0,0.6992668054491741,07:06,0,0.0,0.0,0.0,0.554718017578125
highmodel,30.0,0.0,140.42743,-10.274282090433301,0.0,0.6611329544693528,07:09,0,0.0,0.0,0.0,0.55328369140625
highmodel,30.0,0.0,140.81042,-10.447636582964051,0.0,0.624457581413265,07:12,0,0.0,0.0,0.0,0.38299560546875
highmodel,30.0,0.0,140.85448,-10.432143378400736,0.0,0.5892261602452319,07:15,0,0.0,0.0,0.0,0.0440521240234375
highmodel,30.0,0.0,140.39117,-10.144263589092498,0.0,0.5554408790856922,07:18,0,0.0,0.0,0.0,-0.4633026123046875
highmodel,30.0,0.297018438577652,139.25243,7.123602951871568,0.0,0.5231172396064528,07:21,0,0.0,0.0,0.0,-1.1387481689453125
highmodel,30.0,0.0,137.27026,7.206261774578929,0.0,0.492276408653825,07:24,0,0.0,0.0,0.0,-1.9821624755859375
highmodel,30.0,0.0,132.91656,7.411049061594075,0.0,0.4629222148156617,07:27,0,0.0,0.0,0.0,-4.35369873046875
highmodel,30.0,0.0,125.77689,7.535081293185403,0.0,0.4350210283412306,07:30,0,0.0,0.0,0.0,-7.139671325683594
innermodel,30.0,0.0,120.593796,7.264770491835626,0.0,0.4085101234902552,07:33,0,0.0,0.0,0.0,-5.183097839355469
innermodel,30.0,0.0,117.08659,7.112023564695287,0.0,0.3833161537995417,07:36,0,0.0,0.0,0.0,-3.5072021484375
innermodel,30.0,0.0,114.97455,7.038855087575401,0.0,0.35936953955071493,07:39,0,0.0,0.0,0.0,-2.1120452880859375
innermodel,30.0,0.0,113.97703,7.010443429654886,0.0,0.3366125404755741,07:42,0,0.0,0.0,0.0,-0.9975204467773438
innermodel,30.0,0.0,113.81361,7.0012134698040756,0.0,0.31500220000008655,07:45,0,0.0,0.0,0.0,-0.163421630859375
