selected_model,raw_action,dose,blood glucose,reward,meal,risk,time
highmodel,0.0,1.5266258716583252,142.01073,-4.487385502511868,0.0,1.1058114907659407,00:03
highmodel,0.0,0.0,144.44122,-5.506817423955827,0.0,1.175734329566084,00:06
highmodel,0.0,0.0,145.6974,-6.002547724528552,0.0,1.2402320916147973,00:09
highmodel,0.0,0.0,145.93086,-5.994455215613379,0.0,1.294589283148241,00:12
highmodel,0.0,0.0,145.33202,-5.591829391903238,0.0,1.3368401478595353,00:15
highmodel,0.0,0.0,144.1094,-4.906036389115242,0.0,1.3664477959116528,00:18
highmodel,0.0,0.0,142.47932,-4.047407169258891,0.0,1.3835878392302052,00:21
highmodel,0.0,0.0,140.66095,-3.1243363005558624,0.0,1.3887768574504447,00:24
highmodel,0.0,0.0,138.86365,12.194771513537383,0.0,1.382693786336147,00:27
highmodel,0.0,0.0,137.23363,14.168609345924871,0.0,1.3661032798575057,00:30
highmodel,0.0,0.09504298865795135,135.82222,14.139589059871184,0.0,1.339828185821469,00:33
highmodel,0.0,0.0,134.65945,14.110380824505157,0.0,1.3047403649700071,00:36
highmodel,0.0,0.0,133.77522,14.081072805517408,0.0,1.2617486012043333,00:39
highmodel,0.0,0.0,133.18585,14.052634244003972,0.0,1.2117857429491514,00:42
highmodel,0.0,0.0,132.82733,14.031459413040157,0.0,1.1558066866425483,00:45
highmodel,0.0,0.0,132.51541,14.02702393044505,0.0,1.0947882491906693,00:48
highmodel,0.0,0.0,132.0392,14.040631097603296,0.0,1.0297240918544452,00:51
highmodel,0.0,0.0,131.18793,14.070717323362292,0.0,0.9616142432872549,00:54
highmodel,0.0,0.0,129.77608,14.111753840498306,0.0,0.8914507663662548,00:57
innermodel,0.0,0.0,127.769,14.146580912565737,0.0,0.8202014503930278,01:00
innermodel,0.0,0.0,125.358086,14.156080450076358,0.0,0.7487931949609223,01:03
innermodel,0.0,0.0,122.785,14.141104375166801,0.0,0.6780963734394325,01:06
innermodel,0.0,0.0,120.29131,14.110064895348176,0.0,0.6089110772034743,01:09
innermodel,0.0,0.0,118.1012,14.073655674925565,0.0,0.5419558046238576,01:12
innermodel,0.0,0.0,116.335495,14.042844266510478,0.0,0.4778588871676812,01:15
innermodel,0.0,0.0,114.96001,14.022672937000575,0.0,0.41715273657071594,01:18
innermodel,0.0,0.0,113.905846,14.010800023238861,0.0,0.3602708433386332,01:21
innermodel,0.0,0.0,113.103806,14.004286593716998,0.0,0.3075473479113933,01:24
innermodel,0.0,0.0,112.48765,14.000936139531364,0.0,0.2592189325511858,01:27
innermodel,0.0,0.0,112.01078,13.999295246484955,0.0,0.2154287366726786,01:30
innermodel,0.0,0.0,111.65624,13.998657477831264,0.0,0.1762319746524847,01:33
innermodel,0.0,0.0,111.41337,13.998673564752554,0.0,0.14160292811799813,01:36
innermodel,0.0,0.0,111.271126,13.99906856908454,0.0,0.11144299032130463,01:39
innermodel,0.0,0.0,111.226036,13.999680833349998,0.0,0.08558945524346341,01:42
innermodel,0.0,0.0,111.3218,14.000664103454831,0.0,0.06382476595366982,01:45
innermodel,0.0,0.0,111.673035,14.001992377737626,0.0,0.04588596335289844,01:48
innermodel,0.0,0.0,112.409904,14.001938534961246,0.0,0.03147410602915617,01:51
innermodel,0.0,0.0,113.66226,13.99647160772717,0.0,0.020263463119343756,01:54
innermodel,0.0,0.0,115.541435,13.979119828145619,0.0,0.011910313647239962,01:57
innermodel,0.0,0.0,118.048965,13.944381377028952,0.0,0.006061216848070065,02:00
innermodel,0.0,0.0,121.02187,13.895435070640604,0.0,0.0023606477506584326,02:03
innermodel,0.0,0.0,124.260445,13.841759322378394,0.0,0.00045792019343744586,02:06
innermodel,0.0,0.0,127.56479,13.794497603880867,0.0,1.3345077732721881e-05,02:09
innermodel,0.0,0.0,130.73482,13.764210119219708,0.0,0.0007035947223959722,02:12
highmodel,0.0,0.5267391204833984,133.57025,13.759341390669128,0.0,0.0022262709996929363,02:15
highmodel,0.0,0.0,135.87068,13.78542112339057,0.0,0.004304240328754934,02:18
highmodel,0.0,0.0,137.43512,13.844685493613479,0.0,0.006693430783312142,02:21
highmodel,0.0,0.0,138.06163,13.935743947636928,0.0,0.009194077697373739,02:24
highmodel,0.0,0.0,135.44072,14.26094464682403,0.0,0.011655782535963825,02:27
highmodel,0.0,0.0,128.12946,14.610336339848027,0.0,0.01397401968612949,02:30
innermodel,0.0,0.0,121.91246,14.364005925592462,0.0,0.016081919025083463,02:33
innermodel,0.0,0.0,116.70927,14.17717991328422,0.0,0.01794080562837607,02:36
innermodel,0.0,0.0,112.43974,14.046481460547998,0.0,0.01953153358356791,02:39
innermodel,0.0,0.0,109.02412,13.965490289854634,0.0,0.020847488397621294,02:42
innermodel,0.0,0.0,106.383064,13.925482771491437,0.0,0.02188942125493122,02:45
innermodel,0.0,0.0,104.437706,13.916451263662399,0.0,0.02266192591129172,02:48
innermodel,0.0,0.0,103.10957,13.928222834571942,0.0,0.02317124176602648,02:51
innermodel,0.0,0.0,102.320564,13.951481335402818,0.0,0.023424058631144468,02:54
innermodel,0.0,0.0,101.99116,13.978417534161064,0.0,0.023427042309058906,02:57
innermodel,0.0,0.0,102.03165,14.002695386588233,0.0,0.02318685812751041,03:00
innermodel,0.0,0.0,102.33688,14.019935791671681,0.0,0.02271052448494749,03:03
innermodel,0.0,0.0,102.79842,14.028867267307325,0.0,0.022005973701286628,03:06
innermodel,0.0,0.0,103.30796,14.030105434746766,0.0,0.0210827320290733,03:09
innermodel,0.0,0.0,103.7634,14.02536285215913,0.0,0.019952655878456068,03:12
innermodel,0.0,0.0,104.099236,14.017778379242078,0.0,0.018630679164255672,03:15
innermodel,0.0,0.0,104.30476,14.010497436235337,0.0,0.017135539157094273,03:18
innermodel,0.0,0.0,104.38152,14.003846108159799,0.0,0.01549045693835304,03:21
innermodel,0.0,0.0,104.331055,13.997475442265333,0.0,0.013723754753040173,03:24
innermodel,0.0,0.0,104.16366,13.991502825219289,0.0,0.011869397105395254,03:27
innermodel,0.0,0.0,103.94222,13.9884635110821,0.0,0.009967445947771797,03:30
innermodel,0.0,0.0,103.80843,13.992865860842851,0.0,0.008064423162152544,03:33
innermodel,0.0,0.0,103.92149,14.006036958017026,0.0,0.0062135759647368016,03:36
innermodel,0.0,0.0,104.440575,14.026586676877145,0.0,0.004475043014656737,03:39
innermodel,0.0,0.0,105.498,14.048507171275773,0.0,0.002915920949554226,03:42
innermodel,0.0,0.0,107.065216,14.05833762450175,0.0,0.0016102328338914087,03:45
innermodel,0.0,0.0,108.87236,14.047963476998657,0.0,0.0006388015978131747,03:48
innermodel,0.0,0.0,110.5959,14.027341344118495,0.0,8.90329607229018e-05,03:51
innermodel,0.0,0.0,111.91227,14.009291154740783,0.0,5.4613566218476836e-05,03:54
innermodel,0.0,0.0,112.531715,14.001009254112432,0.0,0.0006351310957320187,03:57
innermodel,0.0,0.0,112.36757,13.999938913882026,0.0,0.0019356239724169976,04:00
innermodel,0.0,0.0,111.6378,13.997922860126522,0.0,0.004066068913962186,04:03
innermodel,0.0,0.0,110.62804,13.992182338723193,0.0,0.007140815047021279,04:06
innermodel,0.0,0.0,109.623886,13.9863948935505,0.0,0.011277973565014001,04:09
innermodel,0.0,0.0,108.89139,13.986317599147057,0.0,0.016598772006928712,04:12
innermodel,0.0,0.0,108.57954,13.99319501295653,0.0,0.02322688217216569,04:15
innermodel,0.0,0.0,108.6617,14.00185003125124,0.0,0.031287730482048866,04:18
innermodel,0.0,0.0,109.07219,14.008630879712452,0.0,0.040907799270604374,04:21
innermodel,0.0,0.0,109.745316,14.011965975230279,0.0,0.052213927054165284,04:24
innermodel,0.0,0.0,110.618866,14.011547927907758,0.0,0.06533261531012635,04:27
innermodel,0.0,0.0,111.651825,14.007983242155593,0.0,0.08038934870790732,04:30
innermodel,0.0,0.0,112.83489,14.001795097819194,0.0,0.09750793509756009,04:33
innermodel,0.0,0.0,114.16585,13.992927001469358,0.0,0.11680987088925947,04:36
innermodel,0.0,0.0,115.64243,13.981271172686894,0.0,0.1384137367655346,04:39
innermodel,0.0,0.0,117.26237,13.966777654422504,0.0,0.16243462797044608,04:42
innermodel,0.0,0.0,119.02335,13.949450500316317,0.0,0.18898362272805835,04:45
innermodel,0.0,0.0,120.923096,13.929342912713459,0.0,0.21816729166617924,04:48
innermodel,0.0,0.0,122.95925,13.906551625067479,0.0,0.2500872504697485,04:51
innermodel,0.0,0.0,125.12949,13.881210812973714,0.0,0.28483975736763884,04:54
innermodel,0.0,0.0,127.30184,13.862277690169869,0.0,0.32251535647319246,04:57
innermodel,0.0,0.0,128.89803,13.887371447352976,0.0,0.3631985674566002,05:00
innermodel,0.0,0.0,129.37238,13.964726159547853,0.0,0.40696762152914984,05:03
innermodel,0.0,0.0,128.99248,14.028315227045656,0.0,0.4538942432679765,05:06
